lemma_id,lemma,sense_num,type,ipa,pos,gender,entry,entry_str,gloss
7073,fár,[2].X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>dangerous illness</i> (lá hann í þessu ~i nær viku);</div>",dangerous illness (lá hann í þessu ~i nær viku);,\N
7073,fár,[2].X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>fraud false dealing</i>.</div>",fraud false dealing.,\N
7074,fáráðr,\N,main,[faːraːðr],adj.,\N,"<div class=""oldnorse bodytext""><i>perplexed, helpless</i>.</div>","perplexed, helpless.","perplexed, helpless"
7075,fárhugr,\N,main,[faːrhuɣr],n.,m.,"<div class=""oldnorse bodytext""><i>wrath, grudge</i>.</div>","wrath, grudge.","wrath, grudge"
7076,fárkaldi,\N,main,[faːrkaldi],n.,m.,"<div class=""oldnorse bodytext""><i>piercing coldness</i> (fárkuldi veðrs).</div>",piercing coldness (fárkuldi veðrs).,piercing coldness
7077,fárleikr,\N,main,[faːrlɛikr],n.,m.,"<div class=""oldnorse bodytext""><i>disaster</i>; liga. <span class=""p"">adv.</span></div>",disaster; liga. adv.,disaster
7077,fárleikr,X.1,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>wrathfully</i>;</div>",wrathfully;,\N
7077,fárleikr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>abominably</i>.</div>",abominably.,\N
7078,fárligr,\N,main,[faːrliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>harmful, disastrous</i>.</div>","harmful, disastrous.","harmful, disastrous"
7079,fárramr,\N,main,[faːrːamr],adj.,\N,"<div class=""oldnorse bodytext""><i>terribly strong</i>.</div>",terribly strong.,terribly strong
7080,fársfullr,\N,main,[faːrsfulːr],adj.,\N,"<div class=""oldnorse bodytext""><i>ill-natured, malignant</i>.</div>","ill-natured, malignant.","ill-natured, malignant"
7081,fárskona,\N,main,[faːrskɔna],n.,f.,"<div class=""oldnorse bodytext""><i>wicked woman</i>.</div>",wicked woman.,wicked woman
7082,fársmaðr,\N,main,[faːrsmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>wicked man</i>.</div>",wicked man.,wicked man
7083,fársótt,\N,main,[faːrsoːtː],n.,f.,"<div class=""oldnorse bodytext""><i>pestilence</i>.</div>",pestilence.,pestilence
7084,fársskapr,\N,main,[faːrsːkapr],\N,\N,\N,\N,\N
7085,greypleikr,\N,main,[grɐyplɛikr],n.,m.,"<div class=""oldnorse bodytext""><i>fierceness</i>.</div>",fierceness.,fierceness
7086,fárverkr,\N,main,[faːrvɛrkr],n.,m.,"<div class=""oldnorse bodytext""><i>severe pain</i>.</div>",severe pain.,severe pain
7087,fárviðri,\N,main,[faːrviðri],n.,n.,"<div class=""oldnorse bodytext""><i>baleful weather, tempest</i>.</div>","baleful weather, tempest.","baleful weather, tempest"
7088,fáryðri,\N,main,[faːryðri],\N,\N,\N,\N,\N
7089,glœpyrði,\N,main,[glœːpyrði],\N,\N,\N,\N,\N
7090,skattyrði,\N,main,[skatːyrði],n.,n.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>foul language</i>.</div>",pl. foul language.,foul language
7091,fárœddr,\N,main,[faːrœːdːr],pp.,\N,"<div class=""oldnorse bodytext""><i>little spoken of</i> (þar var fárœt um).</div>",little spoken of (þar var fárœt um).,little spoken of
7092,fárœðinn,\N,main,[faːrœːðinː],adj.,\N,"<div class=""oldnorse bodytext""><i>chary of words</i> (= <span class=""ref"">fámáligr</span>, <span class=""ref"">fáorðr</span>).</div>","chary of words (= fámáligr, fáorðr).",chary of words
7093,fásénn,\N,main,[faːseːnː],adj.,\N,"<div class=""oldnorse bodytext""><i>seldom seen, rare</i>.</div>","seldom seen, rare.","seldom seen, rare"
7094,fásinni,\N,main,[faːsinːi],n.,n.,"<div class=""oldnorse bodytext""><i>loneliness, isolation</i>.</div>","loneliness, isolation.","loneliness, isolation"
7095,fáskiptinn,\N,main,[faːskiptinː],adj.,\N,"<div class=""oldnorse bodytext""><i>little meddling, quiet</i>.</div>","little meddling, quiet.","little meddling, quiet"
7096,fáskrúðigr,\N,main,[faːskruːðiɣr],\N,\N,\N,\N,\N
7097,fáskrúðligr,\N,main,[faːskruːðliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>meagre, poor</i>.</div>","meagre, poor.","meagre, poor"
7098,fáskýrliga,\N,main,[faːskyːrliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>foolishly</i> (spyrja fáskrliga).</div>",foolishly (spyrja fáskrliga).,foolishly
7099,fáskýrligr,\N,main,[faːskyːrliɣr],\N,\N,\N,\N,\N
7100,úvizkr,\N,main,[uːvitskr],adj.,\N,"<div class=""oldnorse bodytext""><i>foolish, silly</i>.</div>","foolish, silly.","foolish, silly"
7101,fástaðar,\N,main,[faːstaðar],adv.,\N,"<div class=""oldnorse bodytext""><i>in few places</i>.</div>",in few places.,in few places
7102,fátalaðr,\N,main,[faːtalaðr],pp.,\N,"<div class=""oldnorse bodytext"">= <span class=""ref"">fáorðr</span>;</div>",= fáorðr;,having few vowel-sounds
7102,fátalaðr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>having few vowel-sounds</i>.</div>",having few vowel-sounds.,\N
7103,fátiðligr,\N,main,[faːtiðliɣr],\N,\N,\N,\N,\N
7104,fátíðr,\N,main,[faːtiːðr],adj.,\N,"<div class=""oldnorse bodytext""><i>uncommon, rare</i>.</div>","uncommon, rare.","uncommon, rare"
7105,fátíðindi,\N,main,[faːtiːðindi],n.,n.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>rare occurrence</i>.</div>",pl. rare occurrence.,rare occurrence
7106,fátíðliga,\N,main,[faːtiːðliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>rarely</i>.</div>",rarely.,rarely
7107,fátt,\N,main,[faːtː],\N,\N,\N,\N,\N
7108,færi,\N,main,[fɛːri],\N,\N,\N,\N,\N
7109,fæstr,\N,main,[fɛːstr],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">fár</span>, <i>few</i>.</div>","from fár, few.",few
7110,fátu,\N,main,[faːtu],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">feta</span>.</div>",from feta.,from feta.
7111,fátœkdómr,\N,main,[faːtœːkdoːmr],\N,\N,\N,\N,\N
7112,fátœkleikr,\N,main,[faːtœːklɛikr],n.,m.,"<div class=""oldnorse bodytext""><i>poverty</i>.</div>",poverty.,poverty
7113,fátœki,\N,main,[faːtœːki],n.,n.,"<div class=""oldnorse bodytext""><i>want, poverty</i>; ganga á ~, <i>to go a begging</i>.</div>","want, poverty; ganga á ~, to go a begging.","want, poverty"
7114,fátœkisdómr,\N,main,[faːtœːkisdoːmr],n.,m.,"<div class=""oldnorse bodytext""><span class=""ref"">fátœkdómr</span>.</div>",fátœkdómr.,fátœkdómr.
7115,fátœkliga,\N,main,[faːtœːkliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>poorly</i>.</div>",poorly.,poorly
7116,fátœkligr,\N,main,[faːtœːkliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>poorly, poor</i>.</div>","poorly, poor.","poorly, poor"
7117,fátœkr,\N,main,[faːtœːkr],adj.,\N,"<div class=""oldnorse bodytext""><i>poor</i>.</div>",poor.,poor
7118,fátœkt,\N,main,[faːtœːkt],n.,f.,"<div class=""oldnorse bodytext""><i>poverty</i>.</div>",poverty.,poverty
7119,fávingaðr,\N,main,[faːvinɣaðr],pp.,\N,"<div class=""oldnorse bodytext""><i>having few friends</i> (hafa fávingat).</div>",having few friends (hafa fávingat).,having few friends
7120,fávitr,\N,main,[faːvitr],adj.,\N,"<div class=""oldnorse bodytext""><i>unwise, foolish, silly</i>.</div>","unwise, foolish, silly.","unwise, foolish, silly"
7121,fávitra,\N,main,[faːvitra],\N,\N,\N,\N,\N
7122,fávizka,\N,main,[faːvitska],n.,f.,"<div class=""oldnorse bodytext""><i>unwisdom, folly</i>.</div>","unwisdom, folly.","unwisdom, folly"
7123,fávizkr,\N,main,[faːvitskr],adj.,\N,"<div class=""oldnorse bodytext""><span class=""ref"">fávitr</span>.</div>",fávitr.,fávitr.
7124,fé,\N,main,[feː],n.,n.,"<div class=""oldnorse bodytext"">(<span class=""p"">gen.</span> fjár), </div>","(gen. fjár),",cattle
7124,fé,X.1,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>cattle</i>, <span class=""p"">esp.</span><i>sheep</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">þeir ráku ~it <i>(the sheep)</i> upp á geilarnar;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">gæta fjár, <i>to herd or tend sheep</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">ganganda ~, <i>live stock</i>, opp. to ‘dautt ~’, or ‘liggjanda ~,’ <i>valuables, money</i>;</div>","cattle, esp. sheep;\nþeir ráku ~it (the sheep) upp á geilarnar;\ngæta fjár, to herd or tend sheep;\nganganda ~, live stock, opp. to ‘dautt ~’, or ‘liggjanda ~,’ valuables, money;",\N
7124,fé,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>property, money</i> (hvárt sem ~ þat er land eðr annat ~);</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">fyrirgøra ~ ok fjörvi, <i>to forfeit property and life</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~ er fjörvi firr, <i>life is dearer than money</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~ veldr frænda rógi, <i>money makes foes of kinsmen</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">afla sér fjár ok frægðar (frama), <i>to gain wealth and fame</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">hér er ~ þat <i>(the money)</i>, er Gunnarr greiddi;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">þiggit þat, herra, ~ er í því, <i>there is value in it</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px""><span class=""p"">pl.</span> ~ (<span class=""p"">dat.</span> fjám), <i>property, means</i>.</div>","property, money (hvárt sem ~ þat er land eðr annat ~);\nfyrirgøra ~ ok fjörvi, to forfeit property and life;\n~ er fjörvi firr, life is dearer than money;\n~ veldr frænda rógi, money makes foes of kinsmen;\nafla sér fjár ok frægðar (frama), to gain wealth and fame;\nhér er ~ þat (the money), er Gunnarr greiddi;\nþiggit þat, herra, ~ er í því, there is value in it;\npl. ~ (dat. fjám), property, means.",\N
7125,féauðnumaðr,\N,main,[feːɒuðnumaðr],n.,m.,"<div class=""oldnorse bodytext""><i>a man lucky with his sheep</i>.</div>",a man lucky with his sheep.,a man lucky with his sheep
7126,féboð,\N,main,[feːbɔð],n.,n.,"<div class=""oldnorse bodytext""><i>offer of money</i>.</div>",offer of money.,offer of money
7127,fébótalaust,\N,main,[feːboːtalɒust],adv.,\N,"<div class=""oldnorse bodytext""><i>without any compensation being paid</i>.</div>",without any compensation being paid.,without any compensation being paid
7128,fébrögð,\N,main,[feːbrœɣð],n.,n.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>devices for making money</i>.</div>",pl. devices for making money.,devices for making money
7129,fébœtr,\N,main,[feːbœːtr],n.,f.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>compensation</i>, <span class=""p"">esp.</span> as <i>weregild</i>, opposed to ‘mannhefndir’.</div>","pl. compensation, esp. as weregild, opposed to ‘mannhefndir’.",compensation
7130,feðgar,\N,main,[fɛðɣar],n.,m.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>father and son (or sons)</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">við ~, <i>we, father and son</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">vin þeirra Sturlu feðga, <i>a friend of Sturla and his father</i>.</div>","pl. father and son (or sons);\nvið ~, we, father and son;\nvin þeirra Sturlu feðga, a friend of Sturla and his father.",father and son (or sons)
7131,feðgin,\N,main,[fɛðɣin],n.,n.,"<div class=""oldnorse bodytext""><i>father or mother</i> (hvárttveggja ~it);</div>",father or mother (hvárttveggja ~it);,father or mother
7131,feðgin,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>parents</i>; várra fyrstu ~a, <i>of our first parents</i>; f. eða ná-frændr, <i>parents or near kinsfolk</i>; hjá ~um sínum ok forellrismönnum, <i>by his parents and forefathers</i>.</div>","pl. parents; várra fyrstu ~a, of our first parents; f. eða ná-frændr, parents or near kinsfolk; hjá ~um sínum ok forellrismönnum, by his parents and forefathers.",\N
7132,feðma,\N,main,[fɛðma],v.,\N,"<div class=""oldnorse bodytext"">(að), <i>to span or encompass with the arms</i>.</div>","(að), to span or encompass with the arms.",to span or encompass with the arms
7133,feðr,[1],main,[fɛðr],n.,m.,"<div class=""oldnorse bodytext""><i>father</i>, = <span class=""ref"">faðir</span>.</div>","father, = faðir.",father
7133,feðr,[2],main,[fɛðr],\N,\N,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span> from <span class=""ref"">faðir</span>, <i>father</i>.</div>","pl. from faðir, father.",father
7134,feðrbetrungr,\N,main,[fɛðrbɛtrunɣr],n.,m.,"<div class=""oldnorse bodytext""><span class=""ref"">föðurbetrungr</span>.</div>",föðurbetrungr.,föðurbetrungr.
7135,fédrengr,\N,main,[feːdrɛnɣr],n.,m.,"<div class=""oldnorse bodytext""><i>open-handed man</i> (~ góðr við sína vini).</div>",open-handed man (~ góðr við sína vini).,open-handed man
7136,fédrjúgr,\N,main,[feːdrjuːɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>rich in sheep and cattle</i>.</div>",rich in sheep and cattle.,rich in sheep and cattle
7137,feðrland,\N,main,[fɛðrland],n.,n.,"<div class=""oldnorse bodytext""><i>fatherland</i>, = föðurland.</div>","fatherland, = föðurland.",fatherland
7138,feðrmunir,\N,main,[fɛðrmunir],n.,m.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>patrimony</i>.</div>",pl. patrimony.,patrimony
7139,féfang,\N,main,[feːvanɣ],n.,n.,"<div class=""oldnorse bodytext""><i>booty</i>.</div>",booty.,booty
7140,féfastr,\N,main,[feːvastr],adj.,\N,"<div class=""oldnorse bodytext""><i>close-fisted</i>, = fastr af fé.</div>","close-fisted, = fastr af fé.",close-fisted
7141,féfátt,\N,main,[feːvaːtː],adj.,\N,"<div class=""oldnorse bodytext""><span class=""p"">n.</span><i>in want of money</i> (<span class=""p"">e-m</span> er or verðr ~).</div>",n. in want of money (e-m er or verðr ~).,in want of money
7142,féfellir,\N,main,[feːvɛlːir],n.,m.,"<div class=""oldnorse bodytext""><i>loss of sheep (from plague or starvation)</i>.</div>",loss of sheep (from plague or starvation).,loss of sheep (from plague or starvation)
7143,féfesti,\N,main,[feːvɛsti],n.,f.,"<div class=""oldnorse bodytext""><i>close-fistedness</i>.</div>",close-fistedness.,close-fistedness
7144,féfletta,\N,main,[feːvlɛtːa],v.,\N,"<div class=""oldnorse bodytext"">(-tta, -ttr), <i>to strip (one) of money, cheat (one)</i>.</div>","(-tta, -ttr), to strip (one) of money, cheat (one).","to strip (one) of money, cheat (one)"
7145,féfrekr,\N,main,[feːvrɛkr],adj.,\N,"<div class=""oldnorse bodytext""><i>greedy for money</i>.</div>",greedy for money.,greedy for money
7146,féföng,\N,main,[feːvœnɣ],n.,n.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>booty, plunder, spoil</i>, cf. <span class=""ref"">féfang</span>.</div>","pl. booty, plunder, spoil, cf. féfang.","booty, plunder, spoil"
7147,fégefinn,\N,main,[feːɣɛvinː],pp.,\N,"<div class=""oldnorse bodytext""><i>given for</i> (and <i>to</i>) <i>gain</i>.</div>",given for (and to) gain.,given for
7148,feginleikr,\N,main,[fɛɣinlɛikr],n.,m.,"<div class=""oldnorse bodytext""><i>joyfulness</i>.</div>",joyfulness.,joyfulness
7149,feginn,\N,main,[fɛɣinː],adj.,\N,"<div class=""oldnorse bodytext""><i>glad, joyful</i>; verða f. to rejoice; fegnari en frá megi segja, <i>happy beyond description</i>; with <span class=""p"">dat.</span>, Ingi konungr varð honum hinn fegnasti, <i>king Ingi was delighted with his coming</i>; illu f. ver þú aldrigi, <i>never rejoice in mischief</i>; taka við <span class=""p"">e-m</span> fegins hendi, <i>to receive one joyfully, with heart and hand</i>; finnast á fegins degi, <i>to meet on the day of joy, at the resurrection</i>.</div>","glad, joyful; verða f. to rejoice; fegnari en frá megi segja, happy beyond description; with dat., Ingi konungr varð honum hinn fegnasti, king Ingi was delighted with his coming; illu f. ver þú aldrigi, never rejoice in mischief; taka við e-m fegins hendi, to receive one joyfully, with heart and hand; finnast á fegins degi, to meet on the day of joy, at the resurrection.","glad, joyful"
7150,feginsaga,\N,main,[fɛɣinsaɣa],n.,f.,"<div class=""oldnorse bodytext""><i>joyfull news</i>.</div>",joyfull news.,joyfull news
7151,feginsamligr,\N,main,[fɛɣinsamliɣr],\N,\N,\N,\N,\N
7152,gleðifullr,\N,main,[glɛðivulːr],adj.,\N,"<div class=""oldnorse bodytext""><i>joyful</i>.</div>",joyful.,joyful
7153,fégirnd,\N,main,[feːɣirnd],\N,\N,\N,\N,\N
7154,fégirni,\N,main,[feːɣirni],n.,f.,"<div class=""oldnorse bodytext""><i>avarice</i>.</div>",avarice.,avarice
7155,fégjald,\N,main,[feːɣjald],n.,n.,"<div class=""oldnorse bodytext""><i>payment, fine</i>.</div>","payment, fine.","payment, fine"
7156,fégjarn,\N,main,[feːɣjarn],adj.,\N,"<div class=""oldnorse bodytext""><i>covetous, avaricous</i>.</div>","covetous, avaricous.","covetous, avaricous"
7157,fégjöf,\N,main,[feːɣjœv],\N,\N,\N,\N,\N
7158,fjárgjöf,\N,main,[fjaːrɣjœv],n.,f.,"<div class=""oldnorse bodytext""><i>gift of money</i>.</div>",gift of money.,gift of money
7159,fégloggr,\N,main,[feːɣlɔgːr],adj.,\N,"<div class=""oldnorse bodytext""><i>close-handed</i>.</div>",close-handed.,close-handed
7160,fégóðr,\N,main,[feːɣoːðr],adj.,\N,"<div class=""oldnorse bodytext""><i>good, current</i> (i fégóðum peningum).</div>","good, current (i fégóðum peningum).","good, current"
7161,fegra,\N,main,[fɛɣra],v.,\N,"<div class=""oldnorse bodytext"">(að or -ða), <i>to embellish, beautify</i>; kanna siðu inanna ok f. <i>to improve, better</i>; ekki þarf þat orðum at f. <i>there is no use trying to extenuate it</i>; f. um <span class=""p"">e-t</span>, <i>to mend, polish up</i>.</div>","(að or -ða), to embellish, beautify; kanna siðu inanna ok f. to improve, better; ekki þarf þat orðum at f. there is no use trying to extenuate it; f. um e-t, to mend, polish up.","to embellish, beautify"
7162,fegrð,\N,main,[fɛɣrð],n.,f.,"<div class=""oldnorse bodytext""><i>beauty</i> (f. sólarinnar).</div>",beauty (f. sólarinnar).,beauty
7163,fegrðarfullr,\N,main,[fɛɣrðarvulːr],adj.,\N,"<div class=""oldnorse bodytext""><i>beautiful</i>.</div>",beautiful.,beautiful
7164,fegrðarlauss,\N,main,[fɛɣrðarlɒusː],adj.,\N,"<div class=""oldnorse bodytext""><i>void of beauty</i>.</div>",void of beauty.,void of beauty
7165,fegri,\N,main,[fɛɣri],\N,\N,\N,\N,\N
7166,fegrstr,\N,main,[fɛɣrstr],\N,\N,\N,\N,\N
7167,fögr,\N,main,[fœɣr],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">fagr</span>, <i>fair</i>.</div>","from fagr, fair.",fair
7168,fégrið,\N,main,[feːɣrið],n.,n.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span>, <i>security for property</i>.</div>","pl., security for property.",security for property
7169,fégyrðill,\N,main,[feːɣyrðilː],n.,m.,"<div class=""oldnorse bodytext""><i>money-bag, purse</i> (worn on the belt).</div>","money-bag, purse (worn on the belt).","money-bag, purse"
7170,fégætni,\N,main,[feːɣɛːtni],n.,f.,"<div class=""oldnorse bodytext""><i>saving habits</i>.</div>",saving habits.,saving habits
7171,fégöfugr,\N,main,[feːɣœvuɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>blessed with wealth</i>.</div>",blessed with wealth.,blessed with wealth
7172,féhirðir,\N,main,[feːhirðir],n.,m.,"<div class=""oldnorse bodytext""><i>herd, shepherd</i>;</div>","herd, shepherd;","herd, shepherd"
7172,féhirðir,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>treasurer</i>.</div>",treasurer.,\N
7173,féhirzla,\N,main,[feːhirtsla],n.,f.,"<div class=""oldnorse bodytext""><i>treasury</i>;</div>",treasury;,treasury
7173,féhirzla,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>treasure</i>.</div>",treasure.,\N
7174,féhirzluhús,\N,main,[feːhirtsluhuːs],n.,n.,"<div class=""oldnorse bodytext""><i>treasure-house</i>.</div>",treasure-house.,treasure-house
7175,féhirzlumaðr,\N,main,[feːhirtslumaðr],n.,m.,"<div class=""oldnorse bodytext""><i>treasurer</i>.</div>",treasurer.,treasurer
7176,féhús,\N,main,[feːhuːs],n.,n.,"<div class=""oldnorse bodytext"">= <span class=""ref"">fjós</span>, <i>cattle-house</i>;</div>","= fjós, cattle-house;",cattle-house
7176,féhús,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>treasury</i>.</div>",treasury.,\N
7177,feigð,\N,main,[fɛiɣð],n.,f.,"<div class=""oldnorse bodytext""><i>approach, foreboding, or sign of death</i> (þú sátt þegar í dag ~ina á honum).</div>","approach, foreboding, or sign of death (þú sátt þegar í dag ~ina á honum).","approach, foreboding, or sign of death"
7178,feigðargreip,\N,main,[fɛiɣðarɣrɛip],n.,f.,"<div class=""oldnorse bodytext""><i>hand of death</i>.</div>",hand of death.,hand of death
7179,feigligr,\N,main,[fɛiɣliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>looking `feylike’</i>;</div>",looking `feylike’;,looking `feylike’
7179,feigligr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>boding death</i>.</div>",boding death.,\N
7180,feigr,\N,main,[fɛiɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>fated to die, fey</i>; ekki má feigum forða, <i>there is no saving, or rescuing, a ‘fey’ man</i>; standa, ganga feigum fótum <i>to tread on the verge of ruin</i>; mæla feigum munni, <i>to talk wilh a ‘fey’ mouth</i>; vilja <span class=""p"">e-n</span> feigan, <i>to wish one’s death</i>; <i>dead</i> (fyllist fjörvi ~a manna).</div>","fated to die, fey; ekki má feigum forða, there is no saving, or rescuing, a ‘fey’ man; standa, ganga feigum fótum to tread on the verge of ruin; mæla feigum munni, to talk wilh a ‘fey’ mouth; vilja e-n feigan, to wish one’s death; dead (fyllist fjörvi ~a manna).","fated to die, fey"
7181,feikinstafir,\N,main,[fɛikinstavir],n.,m.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>balejul runes, evils, curses</i>.</div>","pl. balejul runes, evils, curses.","balejul runes, evils, curses"
7182,feikn,[1],main,[fɛikn],adj.,\N,"<div class=""oldnorse bodytext"" style=""margin-left=50px""><i>awful, terrible</i>.</div>","awful, terrible.","awful, terrible"
7182,feikn,[2],main,[fɛikn],n.,f.,"<div class=""oldnorse bodytext"" style=""margin-left=50px""><i>portent, terrible things</i>.</div>","portent, terrible things.","portent, terrible things"
7183,feiknalið,\N,main,[fɛiknalið],n.,n.,"<div class=""oldnorse bodytext""><i>terrible host</i>.</div>",terrible host.,terrible host
7184,feiknaveðr,\N,main,[fɛiknavɛðr],n.,n.,"<div class=""oldnorse bodytext""><i>fearful weather, tempest</i>.</div>","fearful weather, tempest.","fearful weather, tempest"
7185,feilast,\N,main,[fɛilast],v. refl.,\N,"<div class=""oldnorse bodytext""><i>to falter, be timid</i> (Sinfjötli lét sér ekki ~).</div>","to falter, be timid (Sinfjötli lét sér ekki ~).","to falter, be timid"
7186,feima,\N,main,[fɛima],n.,f.,"<div class=""oldnorse bodytext""><i>bashful girl</i>.</div>",bashful girl.,bashful girl
7187,feita,\N,main,[fɛita],v.,\N,"<div class=""oldnorse bodytext"">(-tta, -ttr), <i>to fatten</i>.</div>","(-tta, -ttr), to fatten.",to fatten
7188,feiti,\N,main,[fɛiti],n.,f.,"<div class=""oldnorse bodytext""><i>fatness</i>.</div>",fatness.,fatness
7189,feiting,\N,main,[fɛitinɣ],n.,f.,"<div class=""oldnorse bodytext""><i>fattening</i>.</div>",fattening.,fattening
7190,feitleikr,\N,main,[fɛitlɛikr],n.,m.,"<div class=""oldnorse bodytext""><i>fatness feiti</i>.</div>",fatness feiti.,fatness feiti
7191,feitr,\N,main,[fɛitr],adj.,\N,"<div class=""oldnorse bodytext""><i>fat</i>.</div>",fat.,fat
7192,fékátr,\N,main,[feːkaːtr],adj.,\N,"<div class=""oldnorse bodytext""><i>proud of one’s wealth</i>.</div>",proud of one’s wealth.,proud of one’s wealth
7193,fekk,\N,main,[fɛkː],\N,\N,\N,\N,\N
7194,fæ,\N,main,[fɛː],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">fá</span>.</div>",from fá.,from fá.
7195,fékostnaðr,\N,main,[feːkɔstnaðr],n.,m.,"<div class=""oldnorse bodytext""><i>expenditure, expense</i>.</div>","expenditure, expense.","expenditure, expense"
7196,fékostr,\N,main,[feːkɔstr],n.,m.,"<div class=""oldnorse bodytext""><span class=""ref"">fékostnaðr</span>.</div>",fékostnaðr.,fékostnaðr.
7197,fékrókar,\N,main,[feːkroːkar],n.,m.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>‘money-crooks’</i>; viz. <i>wrinkles about the eyes, marking a greedy man</i> (sýndist Hallfreði ~ í augum hans).</div>","pl. ‘money-crooks’; viz. wrinkles about the eyes, marking a greedy man (sýndist Hallfreði ~ í augum hans).",‘money-crooks’
7198,fel,\N,main,[fɛl],n.,f.,"<div class=""oldnorse bodytext""><i>the folded skirt of a cloak</i> (?).</div>",the folded skirt of a cloak (?).,the folded skirt of a cloak
7199,fela,\N,main,[fɛla],v.,\N,"<div class=""oldnorse bodytext"">(fel; fal, fálum; fólginn), </div>","(fel; fal, fálum; fólginn),","to hide, conceal"
7199,fela,X.1,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to hide, conceal</i> (fálu þeir gullit í Rín; þær austr ok vestr enda fálu);</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">fel sverð þitt, <i>sheathe thy sword</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">yrkja fólgit, <i>to use obscure phrases (in poetry)</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px""><span class=""p"">impers.</span>, fal þá sýn (<span class=""p"">acc.</span>) milli þeirra, <i>they lost sight of one another</i>;</div>","to hide, conceal (fálu þeir gullit í Rín; þær austr ok vestr enda fálu);\nfel sverð þitt, sheathe thy sword;\nyrkja fólgit, to use obscure phrases (in poetry);\nimpers., fal þá sýn (acc.) milli þeirra, they lost sight of one another;",\N
