lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss,sense_id,h_number,parent_h_number,lemma_normalized,lemma_translit
1839,OCS,любодѣиць,\N,main,любодѣиць,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">adulterer</div>",adulterer,adulterer,\N,\N,\N,любодѣиць,ljuboděicĭ
1840,OCS,любодѣи,\N,main,любодѣи,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">adulterer</div>",adulterer,adulterer,\N,\N,\N,любодѣи,ljuboděi
1841,OCS,дѣꙗти,\N,main,дѣꙗти,\N,v.,\N,From Proto-Slavic *dějati.,"<div class=""oldchurchslavonic bodytext"">to do, commit</div>","to do, commit","to do, commit",\N,\N,\N,дѣꙗти,dějati
1841,OCS,дѣꙗти,2,sense,дѣꙗти,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to say, speak</div>","to say, speak","to say, speak",698,n1841.0,\N,дѣꙗти,\N
1842,OCS,носъ,\N,main,носъ,\N,n.,\N,From Proto-Slavic *nosъ,"<div class=""oldchurchslavonic bodytext"">nose</div>",nose,nose,\N,\N,\N,носъ,nosŭ
1843,OCS,плеще,\N,main,плеще,\N,n.,\N,From Proto-Slavic *pleťe.,"<div class=""oldchurchslavonic bodytext"">shoulder</div>",shoulder,shoulder,\N,\N,\N,плеще,plešte
1844,OCS,аще,\N,main,аще,\N,conj.,\N,"From Proto-Slavic *aťe. See also *ače, *ači.","<div class=""oldchurchslavonic bodytext"">if</div>",if,if,\N,\N,\N,аще,ašte
1844,OCS,аще,2,sense,аще,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">whether</div>",whether,whether,699,n1844.0,\N,аще,\N
1844,OCS,аще,3,sense,аще,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">when</div>",when,when,700,n1844.1,\N,аще,\N
1845,OCS,понеже,\N,main,понеже,\N,conj.,\N,"Inherited from Proto-Slavic *poňeže. By surface analysis, понѥ (ponje) + -же (-že).","<div class=""oldchurchslavonic bodytext"">because, since</div>","because, since","because, since",\N,\N,\N,понеже,пон҄еже
1845,OCS,понеже,2,sense,понеже,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">as long as, to what extent</div>","as long as, to what extent","as long as, to what extent",701,n1845.0,\N,понеже,\N
1845,OCS,понеже,3,sense,понеже,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">therefore, owing to</div>","therefore, owing to","therefore, owing to",702,n1845.1,\N,понеже,\N
1845,OCS,понеже,4,sense,понеже,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">when</div>",when,when,703,n1845.2,\N,понеже,\N
1846,OCS,дальнъ,\N,main,дальнъ,\N,adj.,\N,Inherited from Proto-Slavic *daľьnъ.,"<div class=""oldchurchslavonic bodytext"">far</div>",far,far,\N,\N,\N,дальнъ,dalĭnŭ
1847,OCS,дальнии,\N,main,дальнии,\N,adj.,\N,\N,"<div class=""oldchurchslavonic bodytext"">definite nominative/accusative singular masculine of дальнъ (dalĭnŭ)</div>",definite nominative/accusative singular masculine of дальнъ (dalĭnŭ),definite nominative/accusative singular masculine of дальнъ (dalĭnŭ),\N,\N,\N,дальнии,dalĭnii
1848,OCS,людиѥ,\N,main,людиѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of людьѥ (ljudĭje)</div>",alternative form of людьѥ (ljudĭje),alternative form of людьѥ (ljudĭje),\N,\N,\N,людиѥ,ljudije
1849,OCS,чело,\N,main,чело,\N,n.,\N,Inherited from Proto-Slavic *čelo.,"<div class=""oldchurchslavonic bodytext"">forehead</div>",forehead,forehead,\N,\N,\N,чело,čelo
1850,OCS,ꙗдра,\N,main,ꙗдра,\N,n.,\N,Inherited from Proto-Slavic *jadra.,"<div class=""oldchurchslavonic bodytext"">lap, arms, bosom</div>","lap, arms, bosom","lap, arms, bosom",\N,\N,\N,ꙗдра,jadra
1850,OCS,ꙗдра,2,sense,ꙗдра,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">bosom, fold of clothes</div>","bosom, fold of clothes","bosom, fold of clothes",704,n1850.0,\N,ꙗдра,\N
1850,OCS,ꙗдра,3,sense,ꙗдра,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">heart, bosom</div>","heart, bosom","heart, bosom",705,n1850.1,\N,ꙗдра,\N
1851,OCS,монисто,\N,main,монисто,\N,n.,\N,From Proto-Slavic *monisto.,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) necklace</div>",(hapax legomenon) necklace,necklace,\N,\N,\N,монисто,monisto
1852,OCS,обьдо,\N,main,обьдо,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">possession</div>",possession,possession,\N,\N,\N,обьдо,obĭdo
1852,OCS,обьдо,2,sense,обьдо,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">heritage</div>",heritage,heritage,706,n1852.0,\N,обьдо,\N
1852,OCS,обьдо,3,sense,обьдо,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">treasure</div>",treasure,treasure,707,n1852.1,\N,обьдо,\N
1853,OCS,плесно,\N,main,плесно,\N,n.,\N,Inherited from Proto-Slavic *plesno.,"<div class=""oldchurchslavonic bodytext"">foot sole</div>",foot sole,foot sole,\N,\N,\N,плесно,plesno
1854,OCS,соукъно,\N,main,соукъно,\N,n.,\N,Inherited from Proto-Slavic *suk(ъ)no.,"<div class=""oldchurchslavonic bodytext"">broadcloth</div>",broadcloth,broadcloth,\N,\N,\N,соукъно,sukŭno
1855,OCS,слива,\N,main,слива,\N,n.,\N,From Proto-Slavic *sliva.,"<div class=""oldchurchslavonic bodytext"">plum</div>",plum,plum,\N,\N,\N,слива,sliva
1856,OCS,ꙗдъ,\N,main,ꙗдъ,\N,n.,\N,"Inherited from Proto-Slavic *ědъ, most likely from Proto-Indo-European *h₁ed-u-, an extension of Proto-Indo-European *h₁ed- (“to eat”).","<div class=""oldchurchslavonic bodytext"">poison</div>",poison,poison,\N,\N,\N,ꙗдъ,jadŭ
1857,OCS,ⰿⰾⱑⰽⰰ,\N,main,ⰿⰾⱑⰽⰰ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">genitive singular of ⰿⰾⱑⰽⱁ (mlěko)</div>",genitive singular of ⰿⰾⱑⰽⱁ (mlěko),genitive singular of ⰿⰾⱑⰽⱁ (mlěko),\N,\N,\N,ⰿⰾⱑⰽⰰ,mlěka
1857,OCS,ⰿⰾⱑⰽⰰ,2,sense,ⰿⰾⱑⰽⰰ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">nominative plural of ⰿⰾⱑⰽⱁ (mlěko)</div>",nominative plural of ⰿⰾⱑⰽⱁ (mlěko),nominative plural of ⰿⰾⱑⰽⱁ (mlěko),708,n1857.0,\N,ⰿⰾⱑⰽⰰ,\N
1857,OCS,ⰿⰾⱑⰽⰰ,3,sense,ⰿⰾⱑⰽⰰ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">accusative plural of ⰿⰾⱑⰽⱁ (mlěko)</div>",accusative plural of ⰿⰾⱑⰽⱁ (mlěko),accusative plural of ⰿⰾⱑⰽⱁ (mlěko),709,n1857.1,\N,ⰿⰾⱑⰽⰰ,\N
1857,OCS,ⰿⰾⱑⰽⰰ,4,sense,ⰿⰾⱑⰽⰰ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">vocative plural of ⰿⰾⱑⰽⱁ (mlěko)</div>",vocative plural of ⰿⰾⱑⰽⱁ (mlěko),vocative plural of ⰿⰾⱑⰽⱁ (mlěko),710,n1857.2,\N,ⰿⰾⱑⰽⰰ,\N
1858,OCS,ⰿⰾⱑⰽⱑ,\N,main,ⰿⰾⱑⰽⱑ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">vocative singular of ⰿⰾⱑⰽⱁ (mlěko)</div>",vocative singular of ⰿⰾⱑⰽⱁ (mlěko),vocative singular of ⰿⰾⱑⰽⱁ (mlěko),\N,\N,\N,ⰿⰾⱑⰽⱑ,mlěkě
1858,OCS,ⰿⰾⱑⰽⱑ,2,sense,ⰿⰾⱑⰽⱑ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">nominative dual of ⰿⰾⱑⰽⱁ (mlěko)</div>",nominative dual of ⰿⰾⱑⰽⱁ (mlěko),nominative dual of ⰿⰾⱑⰽⱁ (mlěko),711,n1858.0,\N,ⰿⰾⱑⰽⱑ,\N
1858,OCS,ⰿⰾⱑⰽⱑ,3,sense,ⰿⰾⱑⰽⱑ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">accusative dual of ⰿⰾⱑⰽⱁ (mlěko)</div>",accusative dual of ⰿⰾⱑⰽⱁ (mlěko),accusative dual of ⰿⰾⱑⰽⱁ (mlěko),712,n1858.1,\N,ⰿⰾⱑⰽⱑ,\N
1858,OCS,ⰿⰾⱑⰽⱑ,4,sense,ⰿⰾⱑⰽⱑ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">vocative dual of ⰿⰾⱑⰽⱁ (mlěko)</div>",vocative dual of ⰿⰾⱑⰽⱁ (mlěko),vocative dual of ⰿⰾⱑⰽⱁ (mlěko),713,n1858.2,\N,ⰿⰾⱑⰽⱑ,\N
1859,OCS,ⰿⰾⱑⰽⱆ,\N,main,ⰿⰾⱑⰽⱆ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">dative singular of ⰿⰾⱑⰽⱁ (mlěko)</div>",dative singular of ⰿⰾⱑⰽⱁ (mlěko),dative singular of ⰿⰾⱑⰽⱁ (mlěko),\N,\N,\N,ⰿⰾⱑⰽⱆ,mlěku
1859,OCS,ⰿⰾⱑⰽⱆ,2,sense,ⰿⰾⱑⰽⱆ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">genitive dual of ⰿⰾⱑⰽⱁ (mlěko)</div>",genitive dual of ⰿⰾⱑⰽⱁ (mlěko),genitive dual of ⰿⰾⱑⰽⱁ (mlěko),714,n1859.0,\N,ⰿⰾⱑⰽⱆ,\N
1859,OCS,ⰿⰾⱑⰽⱆ,3,sense,ⰿⰾⱑⰽⱆ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">locative dual of ⰿⰾⱑⰽⱁ (mlěko)</div>",locative dual of ⰿⰾⱑⰽⱁ (mlěko),locative dual of ⰿⰾⱑⰽⱁ (mlěko),715,n1859.1,\N,ⰿⰾⱑⰽⱆ,\N
1860,OCS,ⰿⰾⱑⰽⱁⰿⱐ,\N,main,ⰿⰾⱑⰽⱁⰿⱐ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">instrumental singular of ⰿⰾⱑⰽⱁ (mlěko)</div>",instrumental singular of ⰿⰾⱑⰽⱁ (mlěko),instrumental singular of ⰿⰾⱑⰽⱁ (mlěko),\N,\N,\N,ⰿⰾⱑⰽⱁⰿⱐ,mlěkomĭ
1861,OCS,ⰿⰾⱑⰽⱁⰿⰰ,\N,main,ⰿⰾⱑⰽⱁⰿⰰ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">dative dual of ⰿⰾⱑⰽⱁ (mlěko)</div>",dative dual of ⰿⰾⱑⰽⱁ (mlěko),dative dual of ⰿⰾⱑⰽⱁ (mlěko),\N,\N,\N,ⰿⰾⱑⰽⱁⰿⰰ,mlěkoma
1861,OCS,ⰿⰾⱑⰽⱁⰿⰰ,2,sense,ⰿⰾⱑⰽⱁⰿⰰ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">instrumental dual of ⰿⰾⱑⰽⱁ (mlěko)</div>",instrumental dual of ⰿⰾⱑⰽⱁ (mlěko),instrumental dual of ⰿⰾⱑⰽⱁ (mlěko),716,n1861.0,\N,ⰿⰾⱑⰽⱁⰿⰰ,\N
1862,OCS,ⰿⰾⱑⰽⱏ,\N,main,ⰿⰾⱑⰽⱏ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">genitive plural of ⰿⰾⱑⰽⱁ (mlěko)</div>",genitive plural of ⰿⰾⱑⰽⱁ (mlěko),genitive plural of ⰿⰾⱑⰽⱁ (mlěko),\N,\N,\N,ⰿⰾⱑⰽⱏ,mlěkŭ
1863,OCS,ⰿⰾⱑⰽⱑⱈⱏ,\N,main,ⰿⰾⱑⰽⱑⱈⱏ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">locative plural of ⰿⰾⱑⰽⱁ (mlěko)</div>",locative plural of ⰿⰾⱑⰽⱁ (mlěko),locative plural of ⰿⰾⱑⰽⱁ (mlěko),\N,\N,\N,ⰿⰾⱑⰽⱑⱈⱏ,mlěkěxŭ
1864,OCS,ⰿⰾⱑⰽⱁⰿⱏ,\N,main,ⰿⰾⱑⰽⱁⰿⱏ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">dative plural of ⰿⰾⱑⰽⱁ (mlěko)</div>",dative plural of ⰿⰾⱑⰽⱁ (mlěko),dative plural of ⰿⰾⱑⰽⱁ (mlěko),\N,\N,\N,ⰿⰾⱑⰽⱁⰿⱏ,mlěkomŭ
1865,OCS,ⰿⰾⱑⰽⱏⰺ,\N,main,ⰿⰾⱑⰽⱏⰺ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">instrumental plural of ⰿⰾⱑⰽⱁ (mlěko)</div>",instrumental plural of ⰿⰾⱑⰽⱁ (mlěko),instrumental plural of ⰿⰾⱑⰽⱁ (mlěko),\N,\N,\N,ⰿⰾⱑⰽⱏⰺ,mlěky
1866,OCS,проказа,\N,main,проказа,\N,n.,\N,Inherited from Proto-Slavic *prokaza.,"<div class=""oldchurchslavonic bodytext"">demon</div>",demon,demon,\N,\N,\N,проказа,prokaza
1866,OCS,проказа,2,sense,проказа,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">leprosy</div>",leprosy,leprosy,717,n1866.0,\N,проказа,\N
1867,OCS,ⱄⰵⱄⱅⱃⰰ,\N,main,ⱄⰵⱄⱅⱃⰰ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">Glagolitic spelling of сестра (sestra)</div>",Glagolitic spelling of сестра (sestra),Glagolitic spelling of сестра (sestra),\N,\N,\N,ⱄⰵⱄⱅⱃⰰ,sestra
1868,OCS,брьниѥ,\N,main,брьниѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">dirt, filth</div>","dirt, filth","dirt, filth",\N,\N,\N,брьниѥ,brĭnije
1869,OCS,дѫбиѥ,\N,main,дѫбиѥ,\N,n.,\N,дѫбъ (dǫbŭ) + -ьѥ (-ĭje),"<div class=""oldchurchslavonic bodytext"">(collective) trees</div>",(collective) trees,trees,\N,\N,\N,дѫбиѥ,dǫbije
1870,OCS,гобьѕиѥ,\N,main,гобьѕиѥ,\N,n.,\N,"From Gothic 𐌲𐌰𐌱𐌹𐌲𐍃 (gabigs, “rich”).","<div class=""oldchurchslavonic bodytext"">abundance</div>",abundance,abundance,\N,\N,\N,гобьѕиѥ,gobĭdzije
1871,OCS,грозновиѥ,\N,main,грозновиѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">grapes</div>",grapes,grapes,\N,\N,\N,грозновиѥ,groznovije
1872,OCS,камениѥ,\N,main,камениѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of каменьѥ (kamenĭje)</div>",alternative form of каменьѥ (kamenĭje),alternative form of каменьѥ (kamenĭje),\N,\N,\N,камениѥ,kamenije
1873,OCS,копиѥ,\N,main,копиѥ,\N,n.,\N,"Inherited from Proto-Slavic *kopьje (see details of derivation there), from *kopati, from Proto-Balto-Slavic *kop-, from Proto-Indo-European *(s)keh₂p- (“rod, shaft, staff, club”), probably ultimately from *(s)kep- (“to strike, beat”).","<div class=""oldchurchslavonic bodytext"">spear</div>",spear,spear,\N,\N,\N,копиѥ,kopije
1874,OCS,кореньѥ,\N,main,кореньѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">roots (collective)</div>",roots (collective),roots (collective),\N,\N,\N,кореньѥ,korenĭje
1875,OCS,листвиѥ,\N,main,листвиѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">(collective) foliage, leaves</div>","(collective) foliage, leaves","foliage, leaves",\N,\N,\N,листвиѥ,listvije
1876,OCS,лозиѥ,\N,main,лозиѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">vine-twigs</div>",vine-twigs,vine-twigs,\N,\N,\N,лозиѥ,lozije
1877,OCS,обильѥ,\N,main,обильѥ,\N,n.,\N,Inherited from Proto-Slavic *obilьje.,"<div class=""oldchurchslavonic bodytext"">abundance</div>",abundance,abundance,\N,\N,\N,обильѥ,obilĭje
1878,OCS,прѫтьѥ,\N,main,прѫтьѥ,\N,n.,\N,From Proto-Slavic *prǫtьje.,"<div class=""oldchurchslavonic bodytext"">whips</div>",whips,whips,\N,\N,\N,прѫтьѥ,prǫtĭje
1879,OCS,раждиѥ,\N,main,раждиѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">twigs, branches</div>","twigs, branches","twigs, branches",\N,\N,\N,раждиѥ,raždije
1880,OCS,рѣпиѥ,\N,main,рѣпиѥ,\N,n.,\N,From Proto-Slavic *rěpьjь.,"<div class=""oldchurchslavonic bodytext"">thistles, thorns</div>","thistles, thorns","thistles, thorns",\N,\N,\N,рѣпиѥ,rěpije
1881,OCS,троупьѥ,\N,main,троупьѥ,\N,n.,\N,"троупъ (trupŭ, “corpse”) + -ьѥ (-ĭje).","<div class=""oldchurchslavonic bodytext"">corpses</div>",corpses,corpses,\N,\N,\N,троупьѥ,trupĭje
1882,OCS,вѣиѥ,\N,main,вѣиѥ,\N,n.,\N,"вѣꙗ (věja, “branch”) + -иѥ (-ije).","<div class=""oldchurchslavonic bodytext"">branches (collective)</div>",branches (collective),branches (collective),\N,\N,\N,вѣиѥ,věije
1883,OCS,жьзлиѥ,\N,main,жьзлиѥ,\N,n.,\N,жьзлъ (žĭzlŭ) + -иѥ (-ije).,"<div class=""oldchurchslavonic bodytext"">(collective) sticks</div>",(collective) sticks,sticks,\N,\N,\N,жьзлиѥ,žĭzlije
1884,OCS,врьбиѥ,\N,main,врьбиѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">willow (thicket)</div>",willow (thicket),willow (thicket),\N,\N,\N,врьбиѥ,vrĭbije
1885,OCS,трьньѥ,\N,main,трьньѥ,\N,n.,\N,From Proto-Slavic *tьrnьje.,"<div class=""oldchurchslavonic bodytext"">thistles, thorns</div>","thistles, thorns","thistles, thorns",\N,\N,\N,трьньѥ,trĭnĭje
1886,OCS,вѣтвиѥ,\N,main,вѣтвиѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">branches</div>",branches,branches,\N,\N,\N,вѣтвиѥ,větvije
1887,OCS,трьстьѥ,\N,main,трьстьѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">reeds, reed-bed</div>","reeds, reed-bed","reeds, reed-bed",\N,\N,\N,трьстьѥ,trĭstĭje
1888,OCS,възвитиѥ,\N,main,възвитиѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">profit</div>",profit,profit,\N,\N,\N,възвитиѥ,vŭzvitije
1889,OCS,зельѥ,\N,main,зельѥ,\N,n.,\N,From Proto-Slavic *zelьje.,"<div class=""oldchurchslavonic bodytext"">vegetation, herbs (usually fresh)</div>","vegetation, herbs (usually fresh)","vegetation, herbs (usually fresh)",\N,\N,\N,зельѥ,zelĭje
1889,OCS,зельѥ,2,sense,зельѥ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">plant</div>",plant,plant,718,n1889.0,\N,зельѥ,\N
1890,OCS,мѣрило,\N,main,мѣрило,\N,n.,\N,Inherited from Proto-Slavic *měridlo.,"<div class=""oldchurchslavonic bodytext"">balance (the instrument)</div>",balance (the instrument),balance (the instrument),\N,\N,\N,мѣрило,měrilo
1891,OCS,чрьнило,\N,main,чрьнило,\N,n.,\N,"From чрьнъ (črĭnŭ, “black”) + -ило (-ilo).","<div class=""oldchurchslavonic bodytext"">ink</div>",ink,ink,\N,\N,\N,чрьнило,črĭnilo
1892,OCS,орало,\N,main,орало,\N,n.,\N,Inherited from Proto-Slavic *oradlo.,"<div class=""oldchurchslavonic bodytext"">plow</div>",plow,plow,\N,\N,\N,орало,oralo
1893,OCS,рало,\N,main,рало,\N,n.,\N,"From Proto-Slavic *ordlo, from Proto-Indo-European *h₂érh₃trom.","<div class=""oldchurchslavonic bodytext"">plough (plow)</div>",plough (plow),plough (plow),\N,\N,\N,рало,ralo
1894,OCS,одѣꙗло,\N,main,одѣꙗло,\N,n.,\N,Inherited from Proto-Slavic *o(b)dějadlo.,"<div class=""oldchurchslavonic bodytext"">cloth, clothing</div>","cloth, clothing","cloth, clothing",\N,\N,\N,одѣꙗло,odějalo
1895,OCS,носила,\N,main,носила,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">(plural only) bier</div>",(plural only) bier,bier,\N,\N,\N,носила,nosila
1896,OCS,одѣꙗти,\N,main,одѣꙗти,\N,v.,\N,о- (o-) + дѣꙗти (dějati),"<div class=""oldchurchslavonic bodytext"">to dress</div>",to dress,to dress,\N,\N,\N,одѣꙗти,odějati
1897,OCS,почрьпало,\N,main,почрьпало,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">a vessel to draw water with</div>",a vessel to draw water with,a vessel to draw water with,\N,\N,\N,почрьпало,počrĭpalo
1898,OCS,почрьпати,\N,main,почрьпати,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">to draw (water)</div>",to draw (water),to draw (water),\N,\N,\N,почрьпати,počrĭpati
1899,OCS,рꙑло,\N,main,рꙑло,\N,n.,\N,Inherited from Proto-Slavic *rydlo.,"<div class=""oldchurchslavonic bodytext"">hoe</div>",hoe,hoe,\N,\N,\N,рꙑло,rylo
1899,OCS,рꙑло,2,sense,рꙑло,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">pickaxe</div>",pickaxe,pickaxe,719,n1899.0,\N,рꙑло,\N
1900,OCS,сѣдало,\N,main,сѣдало,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">chair</div>",chair,chair,\N,\N,\N,сѣдало,sědalo
1901,OCS,сѣдати,\N,main,сѣдати,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">to sit down</div>",to sit down,to sit down,\N,\N,\N,сѣдати,sědati
1901,OCS,сѣдати,2,sense,сѣдати,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(reflexive) to burst</div>",(reflexive) to burst,to burst,720,n1901.0,\N,сѣдати,\N
1902,OCS,солило,\N,main,солило,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">cup</div>",cup,cup,\N,\N,\N,солило,solilo
1902,OCS,солило,2,sense,солило,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">bowl</div>",bowl,bowl,721,n1902.0,\N,солило,\N
1903,OCS,наковало,\N,main,наковало,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) anvil</div>",(hapax legomenon) anvil,anvil,\N,\N,\N,наковало,nakovalo
1904,OCS,искрачило,\N,main,искрачило,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">an instrument of torture</div>",an instrument of torture,an instrument of torture,\N,\N,\N,искрачило,iskračilo
1905,OCS,ставило,\N,main,ставило,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) balance</div>",(hapax legomenon) balance,balance,\N,\N,\N,ставило,stavilo
1906,OCS,стрѣкало,\N,main,стрѣкало,\N,n.,\N,From стрѣкати (strěkati) + -ло (-lo).,"<div class=""oldchurchslavonic bodytext"">spike</div>",spike,spike,\N,\N,\N,стрѣкало,strěkalo
1907,OCS,поставити,\N,main,поставити,\N,v.,\N,From Proto-Slavic *postaviti.,"<div class=""oldchurchslavonic bodytext"">to set, place</div>","to set, place","to set, place",\N,\N,\N,поставити,postaviti
1908,OCS,ставити,\N,main,ставити,\N,v.,\N,From Proto-Slavic *stàviti.,"<div class=""oldchurchslavonic bodytext"">to set, to place</div>","to set, to place","to set, to place",\N,\N,\N,ставити,staviti
1909,OCS,стрѣкати,\N,main,стрѣкати,\N,v.,\N,Inherited from Proto-Slavic *strěkati.,"<div class=""oldchurchslavonic bodytext"">to pierce, to sting, to stab</div>","to pierce, to sting, to stab","to pierce, to sting, to stab",\N,\N,\N,стрѣкати,strěkati
1910,OCS,соушило,\N,main,соушило,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) brushwood</div>",(hapax legomenon) brushwood,brushwood,\N,\N,\N,соушило,sušilo
1911,OCS,соушити,\N,main,соушити,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">to dry</div>",to dry,to dry,\N,\N,\N,соушити,sušiti
1912,OCS,свѣтило,\N,main,свѣтило,\N,n.,\N,From свѣтъ (světŭ) + -ило (-ilo).,"<div class=""oldchurchslavonic bodytext"">lamp</div>",lamp,lamp,\N,\N,\N,свѣтило,světilo
1913,OCS,свѣщило,\N,main,свѣщило,\N,n.,\N,свѣща (svěšta) + -ило (-ilo),"<div class=""oldchurchslavonic bodytext"">lampstand</div>",lampstand,lampstand,\N,\N,\N,свѣщило,svěštilo
1914,OCS,свѧтило,\N,main,свѧтило,\N,n.,\N,From свѧтъ (svętŭ) + -ило (-ilo).,"<div class=""oldchurchslavonic bodytext"">sanctuary, holy place</div>","sanctuary, holy place","sanctuary, holy place",\N,\N,\N,свѧтило,svętilo
1915,OCS,жѧло,\N,main,жѧло,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">spike</div>",spike,spike,\N,\N,\N,жѧло,žęlo
1916,OCS,зрьцало,\N,main,зрьцало,\N,n.,\N,Inherited from Proto-Slavic *zьrcadlo.,"<div class=""oldchurchslavonic bodytext"">mirror</div>",mirror,mirror,\N,\N,\N,зрьцало,zrĭcalo
1917,OCS,хранило,\N,main,хранило,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) bridle</div>",(hapax legomenon) bridle,bridle,\N,\N,\N,хранило,xranilo
1918,OCS,точило,\N,main,точило,\N,n.,\N,From точити (točiti) + -ло (-lo).,"<div class=""oldchurchslavonic bodytext"">winepress, a device used to squeeze juice from grapes</div>","winepress, a device used to squeeze juice from grapes","winepress, a device used to squeeze juice from grapes",\N,\N,\N,точило,točilo
1919,OCS,брашьно,\N,main,брашьно,\N,n.,\N,Inherited from Proto-Slavic *boršьno.,"<div class=""oldchurchslavonic bodytext"">flour</div>",flour,flour,\N,\N,\N,брашьно,brašĭno
1919,OCS,брашьно,2,sense,брашьно,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">grain, harvest</div>","grain, harvest","grain, harvest",722,n1919.0,\N,брашьно,\N
1919,OCS,брашьно,3,sense,брашьно,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">food, dish</div>","food, dish","food, dish",723,n1919.1,\N,брашьно,\N
1920,OCS,брашьньце,\N,main,брашьньце,\N,n.,\N,From брашьно (brašĭno) + -ьце (-ĭce).,"<div class=""oldchurchslavonic bodytext"">food</div>",food,food,\N,\N,\N,брашьньце,brašĭnĭce
1921,OCS,младѧтьце,\N,main,младѧтьце,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">child</div>",child,child,\N,\N,\N,младѧтьце,mladętĭce
