lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss,sense_id,h_number,parent_h_number,lemma_normalized,lemma_translit
1328,OCS,садъ,\N,main,садъ,\N,n.,\N,From Proto-Slavic *sadъ.,"<div class=""oldchurchslavonic bodytext"">plantation</div>",plantation,plantation,\N,\N,\N,садъ,sadŭ
1328,OCS,садъ,2,sense,садъ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">garden</div>",garden,garden,591,n1328.0,\N,садъ,\N
1329,OCS,санъ,\N,main,санъ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">rank, position</div>","rank, position","rank, position",\N,\N,\N,санъ,sanŭ
1330,OCS,оудъ,\N,main,оудъ,\N,n.,\N,From Proto-Slavic *udъ.,"<div class=""oldchurchslavonic bodytext"">limb</div>",limb,limb,\N,\N,\N,оудъ,udŭ
1331,OCS,волъ,\N,main,волъ,\N,n.,\N,Etymology tree\nProto-Balto-Slavic *wálas\nProto-Slavic *vòlъ\nOld Church Slavonic волъ\nInherited from Proto-Slavic *vòlъ.,"<div class=""oldchurchslavonic bodytext"">ox</div>",ox,ox,\N,\N,\N,волъ,volŭ
1332,OCS,гръдꙑни,\N,main,гръдꙑни,\N,n.,f.,\N,"<div class=""oldchurchslavonic bodytext"">pride</div>",pride,pride,\N,\N,\N,гръдꙑни,гръдꙑн҄и
1333,OCS,льгꙑни,\N,main,льгꙑни,\N,n.,f.,\N,"<div class=""oldchurchslavonic bodytext"">relief, lightness, alleviation</div>","relief, lightness, alleviation","relief, lightness, alleviation",\N,\N,\N,льгꙑни,льгꙑн҄и
1334,OCS,правꙑни,\N,main,правꙑни,\N,n.,f.,From Proto-Slavic *pravyni.,"<div class=""oldchurchslavonic bodytext"">justice, rightness</div>","justice, rightness","justice, rightness",\N,\N,\N,правꙑни,правꙑн҄и
1335,OCS,простꙑни,\N,main,простꙑни,\N,n.,f.,\N,"<div class=""oldchurchslavonic bodytext"">deliverance</div>",deliverance,deliverance,\N,\N,\N,простꙑни,простꙑн҄и
1335,OCS,простꙑни,2,sense,простꙑни,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">freedom</div>",freedom,freedom,592,n1335.0,\N,простꙑни,\N
1335,OCS,простꙑни,3,sense,простꙑни,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">forgiveness</div>",forgiveness,forgiveness,593,n1335.1,\N,простꙑни,\N
1336,OCS,поустꙑни,\N,main,поустꙑни,\N,n.,f.,"From Proto-Slavic *pustyni, morphologically equivalent to поустъ (pustŭ) + -ꙑн҄и (-ynʹi).","<div class=""oldchurchslavonic bodytext"">wilderness, desert</div>","wilderness, desert","wilderness, desert",\N,\N,\N,поустꙑни,поустꙑн҄и
1337,OCS,свѧтꙑни,\N,main,свѧтꙑни,\N,n.,f.,From свѧтъ (svętŭ) + -ꙑни (-yni).,"<div class=""oldchurchslavonic bodytext"">holiness</div>",holiness,holiness,\N,\N,\N,свѧтꙑни,свѧтꙑн҄и
1337,OCS,свѧтꙑни,2,sense,свѧтꙑни,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">sanctification</div>",sanctification,sanctification,594,n1337.0,\N,свѧтꙑни,\N
1337,OCS,свѧтꙑни,3,sense,свѧтꙑни,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">sanctuary</div>",sanctuary,sanctuary,595,n1337.1,\N,свѧтꙑни,\N
1338,OCS,благостꙑни,\N,main,благостꙑни,\N,n.,f.,благост (blagost) + -ꙑн҄и (-ynʹi),"<div class=""oldchurchslavonic bodytext"">goodness</div>",goodness,goodness,\N,\N,\N,благостꙑни,благостꙑн҄и
1339,OCS,богꙑни,\N,main,богꙑни,\N,n.,f.,"From Proto-Slavic *bogyni, morphologically equivalent to богъ (bogŭ) + -ꙑн҄и (-ynʹi).","<div class=""oldchurchslavonic bodytext"">Goddess</div>",Goddess,Goddess,\N,\N,\N,богꙑни,богꙑн҄и
1340,OCS,господꙑни,\N,main,господꙑни,\N,n.,f.,"Inherited from Proto-Slavic *gospodyni. By surface analysis, господь (gospodĭ) + ꙑн҄и (ynʹi).","<div class=""oldchurchslavonic bodytext"">lady, mistress, proprietress</div>","lady, mistress, proprietress","lady, mistress, proprietress",\N,\N,\N,господꙑни,господꙑн҄и
1341,OCS,егѵпьтѣнꙑни,\N,main,егѵпьтѣнꙑни,\N,n.,f.,From ег҄ѵпьтѣнинъ (egʹüpĭtěninŭ) + -ꙑн҄и (-ynʹi).,"<div class=""oldchurchslavonic bodytext"">female Egyptian</div>",female Egyptian,female Egyptian,\N,\N,\N,егѵпьтѣнꙑни,ег҄ѵпьтѣнꙑн҄и
1342,OCS,егѵпьтѣнинъ,\N,main,егѵпьтѣнинъ,\N,n.,m.,\N,"<div class=""oldchurchslavonic bodytext"">Egyptian</div>",Egyptian,Egyptian,\N,\N,\N,егѵпьтѣнинъ,ег҄ѵпьтѣнинъ
1343,OCS,елинꙑни,\N,main,елинꙑни,\N,n.,f.,From елинъ (elinŭ) + -ꙑн҄и (-ynʹi).,"<div class=""oldchurchslavonic bodytext"">female Greek</div>",female Greek,female Greek,\N,\N,\N,елинꙑни,елинꙑн҄и
1344,OCS,елинъ,\N,main,елинъ,\N,n.,\N,"Borrowed from Ancient Greek Ἕλλην (Héllēn, “Greek”).","<div class=""oldchurchslavonic bodytext"">Greek</div>",Greek,Greek,\N,\N,\N,елинъ,elinŭ
1345,OCS,еллинъ,\N,main,еллинъ,\N,n.,\N,"Borrowed from Ancient Greek Ἕλλην (Héllēn, “Greek”).","<div class=""oldchurchslavonic bodytext"">Greek</div>",Greek,Greek,\N,\N,\N,еллинъ,ellinŭ
1346,OCS,крьстиꙗнꙑни,\N,main,крьстиꙗнꙑни,\N,n.,f.,From крьстиꙗнинъ (krĭstijaninŭ) + -ꙑн҄и (-ynʹi).,"<div class=""oldchurchslavonic bodytext"">female Christian</div>",female Christian,female Christian,\N,\N,\N,крьстиꙗнꙑни,крьстиꙗнꙑн҄и
1347,OCS,крьстиꙗнинъ,\N,main,крьстиꙗнинъ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">Christian</div>",Christian,Christian,\N,\N,\N,крьстиꙗнинъ,krĭstijaninŭ
1348,OCS,магъдалꙑни,\N,main,магъдалꙑни,\N,n.,f.,\N,"<div class=""oldchurchslavonic bodytext"">Magdalene</div>",Magdalene,Magdalene,\N,\N,\N,магъдалꙑни,магъдалꙑн҄и
1349,OCS,милостꙑни,\N,main,милостꙑни,\N,n.,f.,From милость (milostĭ) + -ꙑн҄и (-ynʹi).,"<div class=""oldchurchslavonic bodytext"">mercy</div>",mercy,mercy,\N,\N,\N,милостꙑни,милостꙑн҄и
1349,OCS,милостꙑни,2,sense,милостꙑни,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">charity, alms</div>","charity, alms","charity, alms",596,n1349.0,\N,милостꙑни,\N
1350,OCS,поганꙑни,\N,main,поганꙑни,\N,n.,f.,From поганинъ (poganinŭ) + -ꙑн҄и (-ynʹi).,"<div class=""oldchurchslavonic bodytext"">female heathen</div>",female heathen,female heathen,\N,\N,\N,поганꙑни,поганꙑн҄и
1351,OCS,прѣгꙑни,\N,main,прѣгꙑни,\N,n.,f.,Inherited from Proto-Slavic *pergyni.,"<div class=""oldchurchslavonic bodytext"">wild mountainous region</div>",wild mountainous region,wild mountainous region,\N,\N,\N,прѣгꙑни,прѣгꙑн҄и
1352,OCS,рабꙑни,\N,main,рабꙑни,\N,n.,f.,"From Proto-Slavic *orbyni. By surface analysis, рабъ (rabŭ) + -ꙑн҄и (-ynʹi).","<div class=""oldchurchslavonic bodytext"">female slave</div>",female slave,female slave,\N,\N,\N,рабꙑни,рабꙑн҄и
1353,OCS,самарѣнꙑни,\N,main,самарѣнꙑни,\N,n.,f.,From самарѣнинъ (samarěninŭ) + -ꙑн҄и (-ynʹi).,"<div class=""oldchurchslavonic bodytext"">Samaritan woman</div>",Samaritan woman,Samaritan woman,\N,\N,\N,самарѣнꙑни,самарѣнꙑн҄и
1354,OCS,самарѣнинъ,\N,main,самарѣнинъ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">Samaritan</div>",Samaritan,Samaritan,\N,\N,\N,самарѣнинъ,samarěninŭ
1355,OCS,сѫсѣдꙑни,\N,main,сѫсѣдꙑни,\N,n.,f.,From сѫсѣдъ (sǫsědŭ) + -ꙑн҄и (-ynʹi).,"<div class=""oldchurchslavonic bodytext"">female neighbour</div>",female neighbour,female neighbour,\N,\N,\N,сѫсѣдꙑни,сѫсѣдꙑн҄и
1356,OCS,сѫсѣдъ,\N,main,сѫсѣдъ,\N,n.,\N,"Inherited from Proto-Slavic *sǫsědъ. By surface analysis, сѫ (sǫ) + сѣсти (sěsti).","<div class=""oldchurchslavonic bodytext"">neighbour</div>",neighbour,neighbour,\N,\N,\N,сѫсѣдъ,sǫsědŭ
1357,OCS,солоунѣнꙑни,\N,main,солоунѣнꙑни,\N,n.,f.,From солоун҄ѣнинъ (solunʹjěninŭ) + -ꙑн҄и (-ynʹi).,"<div class=""oldchurchslavonic bodytext"">Thessalonican</div>",Thessalonican,Thessalonican,\N,\N,\N,солоунѣнꙑни,солоун҄ѣнꙑн҄и
1358,OCS,солоунѣнинъ,\N,main,солоунѣнинъ,\N,n.,m.,\N,"<div class=""oldchurchslavonic bodytext"">Thessalonican</div>",Thessalonican,Thessalonican,\N,\N,\N,солоунѣнинъ,солоун҄ѣнинъ
1359,OCS,сѵрофоникиссанꙑни,\N,main,сѵрофоникиссанꙑни,\N,n.,f.,"Borrowed from Ancient Greek Συροφοινικός (Surophoinikós, “Syrophoenician”), then suffixed with + -ꙑни (-yni).","<div class=""oldchurchslavonic bodytext"">Syrophoenician woman</div>",Syrophoenician woman,Syrophoenician woman,\N,\N,\N,сѵрофоникиссанꙑни,сѵрофоник҄иссанꙑн҄и
1360,OCS,крабии,\N,main,крабии,\N,n.,\N,Inherited from Proto-Slavic *korbī.,"<div class=""oldchurchslavonic bodytext"">chest</div>",chest,chest,\N,\N,\N,крабии,krabii
1360,OCS,крабии,2,sense,крабии,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">coffin</div>",coffin,coffin,597,n1360.0,\N,крабии,\N
1360,OCS,крабии,3,sense,крабии,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">box</div>",box,box,598,n1360.1,\N,крабии,\N
1361,OCS,ладии,\N,main,ладии,\N,n.,\N,Inherited from Proto-Slavic *oldi.,"<div class=""oldchurchslavonic bodytext"">boat</div>",boat,boat,\N,\N,\N,ладии,ladii
1361,OCS,ладии,2,sense,ладии,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">ship</div>",ship,ship,599,n1361.0,\N,ладии,\N
1362,OCS,алъдии,\N,main,алъдии,\N,n.,\N,Inherited from Proto-Slavic *oldi.,"<div class=""oldchurchslavonic bodytext"">boat</div>",boat,boat,\N,\N,\N,алъдии,alŭdii
1362,OCS,алъдии,2,sense,алъдии,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">ship</div>",ship,ship,600,n1362.0,\N,алъдии,\N
1363,OCS,мльнии,\N,main,мльнии,\N,n.,\N,"From Proto-Slavic *mъldni, from Proto-Balto-Slavic *mild-n-, from Proto-Indo-European *mldʰ-n-.","<div class=""oldchurchslavonic bodytext"">lightning</div>",lightning,lightning,\N,\N,\N,мльнии,mlĭnii
1364,OCS,алънии,\N,main,алънии,\N,n.,\N,Inherited from Proto-Slavic *olni.,"<div class=""oldchurchslavonic bodytext"">doe, hind</div>","doe, hind","doe, hind",\N,\N,\N,алънии,alŭnii
1365,OCS,балии,\N,main,балии,\N,n.,\N,"Probably from Proto-Slavic *badli, from Proto-Indo-European *bʰeh₂-dʰl-. Possibly, however, formed in Old Church Slavonic or inherited from a form such as Proto-Slavic *bali, cf. the form bali for expected *badli in the Freising Manuscripts.","<div class=""oldchurchslavonic bodytext"">physician</div>",physician,physician,\N,\N,\N,балии,balii
1366,OCS,ѥлень,\N,main,ѥлень,\N,n.,\N,"From Proto-Slavic *ely, from Proto-Indo-European *h₁el-(h₁)en- (“red deer, elk”). Cognate with Ancient Greek ἑλλός (hellós, “deer-calf”), ἔλαφος (élaphos, “deer”), Lithuanian elnias, Old Armenian եղն (ełn).","<div class=""oldchurchslavonic bodytext"">deer</div>",deer,deer,\N,\N,\N,ѥлень,jelenĭ
1367,OCS,врачь,\N,main,врачь,\N,n.,\N,"From dialectal South Slavic Proto-Slavic *vьračь (“medicine man, conjuror”), from *vьrati (“to speak out, to utter a spell”), ultimately from Proto-Indo-European *werh₁- (“to speak”).","<div class=""oldchurchslavonic bodytext"">physician</div>",physician,physician,\N,\N,\N,врачь,vračĭ
1368,OCS,бальство,\N,main,бальство,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">cure, medicine</div>","cure, medicine","cure, medicine",\N,\N,\N,бальство,balĭstvo
1368,OCS,бальство,2,sense,бальство,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">healing</div>",healing,healing,601,n1368.0,\N,бальство,\N
1369,OCS,балованиѥ,\N,main,балованиѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) healing</div>",(hapax legomenon) healing,healing,\N,\N,\N,балованиѥ,balovanije
1370,OCS,сѫдъ,\N,main,сѫдъ,\N,n.,\N,From Proto-Slavic *sǫdъ.,"<div class=""oldchurchslavonic bodytext"">justice</div>",justice,justice,\N,\N,\N,сѫдъ,sǫdŭ
1370,OCS,сѫдъ,2,sense,сѫдъ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">judgment</div>",judgment,judgment,602,n1370.0,\N,сѫдъ,\N
1370,OCS,сѫдъ,3,sense,сѫдъ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">court of law</div>",court of law,court of law,603,n1370.1,\N,сѫдъ,\N
1371,OCS,вѣтии,\N,main,вѣтии,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) orator, eloquent speaker</div>","(hapax legomenon) orator, eloquent speaker","orator, eloquent speaker",\N,\N,\N,вѣтии,větii
1372,OCS,корабьчии,\N,main,корабьчии,\N,n.,\N,From корабь (korabĭ) + -чьи (-čĭi).,"<div class=""oldchurchslavonic bodytext"">sailor</div>",sailor,sailor,\N,\N,\N,корабьчии,korabĭčii
1373,OCS,кръмьчии,\N,main,кръмьчии,\N,n.,\N,From кръма (krŭma) + -чьи (-čĭi).,"<div class=""oldchurchslavonic bodytext"">steersman</div>",steersman,steersman,\N,\N,\N,кръмьчии,krŭmĭčii
1374,OCS,кръмьникъ,\N,main,кръмьникъ,\N,n.,\N,From кръмити (krŭmiti) + -ьникъ (-ĭnikŭ).,"<div class=""oldchurchslavonic bodytext"">steersman</div>",steersman,steersman,\N,\N,\N,кръмьникъ,krŭmĭnikŭ
1375,OCS,кънигъчии,\N,main,кънигъчии,\N,n.,m.,From кън҄игꙑ (kŭnʹigy) + -чьи (-čĭi).,"<div class=""oldchurchslavonic bodytext"">scribe, book-learned person, expert in the Law</div>","scribe, book-learned person, expert in the Law","scribe, book-learned person, expert in the Law",\N,\N,\N,кънигъчии,кън҄игъчии
1376,OCS,кънигꙑ,\N,main,кънигꙑ,\N,n.,f.,From Proto-Slavic *kъňiga.,"<div class=""oldchurchslavonic bodytext"">(plural only) letters, writing</div>","(plural only) letters, writing","letters, writing",\N,\N,\N,кънигꙑ,кън҄игꙑ
1376,OCS,кънигꙑ,2,sense,кънигꙑ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(plural only) book, books</div>","(plural only) book, books","book, books",604,n1376.0,\N,кънигꙑ,\N
1376,OCS,кънигꙑ,3,sense,кънигꙑ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(plural only) scriptures</div>",(plural only) scriptures,scriptures,605,n1376.1,\N,кънигꙑ,\N
1377,OCS,самъчии,\N,main,самъчии,\N,n.,\N,From самъ (samŭ) + -чьи (-čĭi).,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) prefect, administrator</div>","(hapax legomenon) prefect, administrator","prefect, administrator",\N,\N,\N,самъчии,samŭčii
1378,OCS,самьчии,\N,main,самьчии,\N,n.,\N,From самъ (samŭ) + -чьи (-čĭi).,"<div class=""oldchurchslavonic bodytext"">prefect, administrator</div>","prefect, administrator","prefect, administrator",\N,\N,\N,самьчии,samĭčii
1379,OCS,сокачии,\N,main,сокачии,\N,n.,\N,Suffixed with + -чьи (-čĭi).,"<div class=""oldchurchslavonic bodytext"">butcher</div>",butcher,butcher,\N,\N,\N,сокачии,sokačii
1379,OCS,сокачии,2,sense,сокачии,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">cook</div>",cook,cook,606,n1379.0,\N,сокачии,\N
