index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription
16,63,arcus,noun,arcus,arc,nsubj,15,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'cus']",[arkʊs]
17,63,aut,coordinating_conjunction,aut,aut,cc,18,\N,{F: [pos]},['aut'],[awt̪]
18,63,lenta,adjective,lentus,lent,conj,16,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['len', 'ta']",[lɛn̪t̪a]
19,63,lacertis,noun,lacertus,lacert,obl,24,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['la', 'cer', 'tis']",[lakɛrt̪ɪs]
20,63,spicula,noun,spicula,spicul,nsubj,24,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['spi', 'cu', 'la']",[spɪkʊla]
21,63,contorquent,adjective,contorquens,contorque,amod,20,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['con', 'tor', 'quent']",[kɔn̪t̪ɔrkʷɛn̪t̪]
22,63,cursuque,noun,cursus,curs,obl,24,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cur', 'su', 'que']",[kʊrsʊkʷɛ]
23,63,ictuque,noun,ictus,ict,nmod,22,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ic', 'tu', 'que']",[ɪkt̪ʊkʷɛ]
24,63,lacessunt,verb,lacedo,lacessu,conj,15,"{Aspect: [imperfective], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['la', 'ces', 'sunt']",[lakɛssʊn̪t̪]
25,63,:,punctuation,:,:,punct,7,\N,\N,[':'],\N
0,64,cum,subordinating_conjunction,cum,cum,mark,12,{PronominalType: [relative]},{F: [pos]},['cum'],[kũː]
1,64,praevectus,noun,praevectus,praevect,nsubj,12,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['prae', 'vec', 'tus']",[prajwɛkt̪ʊs]
2,64,equo,noun,equus,equ,obl,12,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['e', 'quo']",[ɛkʷɔ]
3,64,longaevi,adjective,longaevus,longaev,amod,4,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['lon', 'gae', 'vi']",[lɔŋgajwɪ]
4,64,regis,noun,rex,reg,nmod,2,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gis']",[rɛgɪs]
5,64,ad,adposition,ad,ad,case,6,\N,"{F: [pos], N: [neg], V: [neg]}",['ad'],[ad̪]
6,64,auris,noun,auris,aur,nmod,2,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['au', 'ris']",[awrɪs]
7,64,nuntius,noun,nuntius,nunt,nsubj,12,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['nun', 'ti', 'us']",[n̪ʊn̪t̪ɪ̣jʊs]
8,64,ingentis,noun,ingentus,ingent,nmod,7,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'gen', 'tis']",[ɪŋgɛn̪t̪ɪs]
9,64,ignota,adjective,ignotus,ignot,amod,7,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ig', 'no', 'ta']",[ɪŋn̪ɔt̪a]
10,64,in,adposition,in,in,case,11,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪]
11,64,veste,noun,vestima,vest,obl,12,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ves', 'te']",[wɛst̪ɛ]
12,64,reportat,verb,reporto,reporta,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'por', 'tat']",[rɛpɔrt̪at̪]
13,64,advenisse,verb,advenio,adveniss,xcomp,12,"{Aspect: [perfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ad', 've', 'nis', 'se']",[ad̪wɛn̪ɪssɛ]
14,64,viros,noun,vir,vir,obj,13,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['vi', 'ros']",[wɪrɔs]
15,64,.,punctuation,.,.,punct,12,\N,\N,['.'],\N
0,65,Ille,determiner,ille,Ill,nsubj,4,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'le']",[ɪɫlɛ]
1,65,intra,adposition,intra,intr,case,2,\N,"{F: [pos], N: [neg], V: [neg]}","['in', 'tra']",[ɪn̪t̪ra]
2,65,tecta,noun,tectus,tect,obl,3,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['tec', 'ta']",[t̪ɛkt̪a]
3,65,vocari,verb,voco,vocar,xcomp,4,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['vo', 'ca', 'ri']",[wɔkarɪ]
4,65,imperat,verb,impero,impera,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['im', 'pe', 'rat']",[ɪmpɛrat̪]
5,65,et,coordinating_conjunction,et,et,cc,8,\N,{F: [pos]},['et'],[ɛt̪]
6,65,solio,noun,solium,soli,obl,8,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['so', 'li', 'o']",[sɔlɪ̣jɔ]
7,65,medius,adjective,medius,med,xcomp,8,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['me', 'di', 'us']",[mɛd̪ɪ̣jʊs]
8,65,consedit,verb,consedio,consedi,conj,4,"{Aspect: [perfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'se', 'dit']",[kɔːn̪sɛd̪ɪt̪]
9,65,avito,verb,avo,avit,advcl:abs,8,"{Aspect: [perfective], Case: [ablative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['a', 'vi', 'to']",[awɪt̪ɔ]
10,65,.,punctuation,.,.,punct,4,\N,\N,['.'],\N
0,66,Tectum,noun,tectus,Tect,root,-1,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tec', 'tum']",[t̪ɛkt̪ũː]
1,66,augustum,noun,augustus,august,advcl,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['au', 'gus', 'tum']",[awgʷst̪ũː]
2,66,ingens,noun,ingens,inge,advcl,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'gens']",[ɪŋgeːn̪s]
3,66,.,punctuation,.,.,punct,0,\N,\N,['.'],\N
0,67,centum,numeral,centum,cent,nummod,1,"{NumForm: [word], Numeral: [cardinal]}","{F: [pos], N: [pos], V: [neg]}","['cen', 'tum']",[kɛn̪t̪ũː]
1,67,sublime,adjective,sublimis,sublim,root,-1,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['su', 'bli', 'me']",[sʊblɪmɛ]
2,67,columnis,noun,columna,column,nmod,1,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['co', 'lum', 'nis']",[kɔlʊmn̪ɪs]
3,67,",",punctuation,",",",",punct,6,\N,\N,"[',']",\N
4,67,urbe,noun,urbs,urb,obl,6,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ur', 'be']",[ʊrbɛ]
5,67,fuit,auxiliary,sum,fui,cop,6,"{Aspect: [perfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['fu', 'it']",[fujt̪]
6,67,summa,adjective,summus,summ,conj,1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sum', 'ma']",[sʊmma]
7,67,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N
8,67,Laurentis,verb,lauro,Laurent,conj,6,"{Aspect: [imperfective], Case: [genitive], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['lau', 'ren', 'tis']",[lawrɛn̪t̪ɪs]
9,67,regia,noun,regia,reg,obj,8,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gi', 'a']",[rɛgɪ̣ja]
10,67,Pici,noun,picus,Pic,nmod,9,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pi', 'ci']",[pɪkɪ]
11,67,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N
12,67,horrendum,verb,horro,horrend,conj,6,"{Aspect: [prospective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['hor', 'ren', 'dum']",[hɔrrɛn̪d̪ũː]
13,67,silvis,noun,silvum,silv,nsubj,12,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['sil', 'vis']",[sɪɫwɪs]
14,67,et,coordinating_conjunction,et,et,cc,15,\N,{F: [pos]},['et'],[ɛt̪]
15,67,religione,noun,religio,religion,conj,13,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'li', 'gi', 'o', 'ne']",[rɛlɪgɪ̣jɔn̪ɛ]
16,67,parentum,noun,parens,parent,nmod,15,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'ren', 'tum']",[parɛn̪t̪ũː]
17,67,.,punctuation,.,.,punct,1,\N,\N,['.'],\N
0,68,Hic,determiner,hic,Hic,nsubj,8,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hic'],[hɪk]
1,68,sceptra,noun,sceptra,sceptr,obj,2,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['scep', 'tra']",[skɛpt̪ra]
2,68,accipere,verb,accipio,acciper,csubj,8,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ac', 'ci', 'pe', 're']",[akkɪpɛrɛ]
3,68,et,coordinating_conjunction,et,et,cc,4,\N,{F: [pos]},['et'],[ɛt̪]
4,68,primos,determiner,primus,prim,obj,5,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Numeral: [cardinal], Number: [plural], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['pri', 'mos']",[prɪmɔs]
5,68,attollere,verb,attollo,attoller,conj,2,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['at', 'tol', 'le', 're']",[at̪t̪ɔɫlɛrɛ]
6,68,fasces,noun,fasces,fasc,obj,5,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fas', 'ces']",[faskɛs]
7,68,regibus,noun,rex,reg,obl:arg,5,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gi', 'bus']",[rɛgɪbʊs]
8,68,omen,noun,omen,omen,root,-1,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 'men']",[ɔmɛn̪]
9,68,erat,auxiliary,sum,era,cop,8,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['e', 'rat']",[ɛrat̪]
10,68,",",punctuation,",",",",punct,14,\N,\N,"[',']",\N
11,68,hoc,determiner,hic,hoc,det,14,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hoc'],[hɔk]
12,68,illis,determiner,ille,ill,det,14,"{Case: [ablative], Gender: [feminine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'lis']",[ɪɫlɪs]
13,68,curia,noun,curia,cur,nsubj,14,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cu', 'ri', 'a']",[kʊrɪ̣ja]
14,68,templum,noun,templum,templ,conj,8,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tem', 'plum']",[t̪ɛmpɫũː]
15,68,",",punctuation,",",",",punct,18,\N,\N,"[',']",\N
16,68,hae,determiner,hic,h,det,18,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hae'],[haj]
17,68,sacris,adjective,sacer,sacr,amod,18,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['sa', 'cris']",[sakrɪs]
18,68,sedes,noun,sedes,sed,conj,14,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['se', 'des']",[sɛd̪ɛs]
19,68,epulis,noun,epulae,epul,nmod,18,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['e', 'pu', 'lis']",[ɛpʊlɪs]
20,68,",",punctuation,",",",",punct,25,\N,\N,"[',']",\N
21,68,hic,determiner,hic,hic,nsubj:pass,25,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hic'],[hɪk]
22,68,ariete,noun,aries,ariet,obl,25,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ri', 'e', 'te']",[arɪ̣jɛt̪ɛ]
23,68,caeso,adjective,caesus,caes,amod,22,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['cae', 'so']",[kajsɔ]
24,68,perpetuis,adjective,perpetuus,perpetu,amod,22,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['per', 'pe', 'tu', 'is']",[pɛrpɛt̪ujs]
25,68,soliti,verb,soleo,solit,acl,18,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['so', 'li', 'ti']",[sɔlɪt̪ɪ]
26,68,patres,noun,pater,patr,nsubj:pass,25,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'tres']",[pat̪rɛs]
27,68,considere,verb,considero,consider,advcl,25,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'si', 'de', 're']",[kɔːn̪sɪd̪ɛrɛ]
28,68,mensis,noun,mensis,mens,nmod,26,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['men', 'sis']",[meːn̪sɪs]
29,68,.,punctuation,.,.,punct,8,\N,\N,['.'],\N
0,69,Quin,subordinating_conjunction,quin,Quin,mark,7,{<class 'NoneType'>: [None]},{F: [pos]},['quin'],[kʷɪn̪]
1,69,etiam,adverb,etiam,etiam,advmod:emph,3,{<class 'NoneType'>: [None]},"{F: [neg], N: [pos], V: [pos]}","['e', 'ti', 'am']",[ɛt̪ɪ̣jãː]
2,69,veterum,adjective,veterus,veter,nmod,3,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['ve', 'te', 'rum']",[wɛt̪ɛrũː]
3,69,effigies,noun,effigies,effigi,nsubj,28,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ef', 'fi', 'gi', 'es']",[ɛffɪgɪ̣jɛs]
4,69,ex,adposition,ex,ex,case,5,\N,"{F: [pos], N: [neg], V: [neg]}",['ex'],[ɛks]
5,69,ordine,noun,ordo,ordin,obl,7,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['or', 'di', 'ne']",[ɔrd̪ɪn̪ɛ]
6,69,avorum,noun,avor,avor,nmod,5,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'vo', 'rum']",[awɔrũː]
7,69,antiqua,adjective,antiquus,antiqu,amod,3,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['an', 'ti', 'qua']",[an̪t̪ɪkʷa]
8,69,e,adposition,ex,\N,case,9,\N,"{F: [pos], N: [neg], V: [neg]}",['e'],[ɛ]
9,69,cedro,noun,cedrum,cedr,obl,7,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ce', 'dro']",[kɛd̪rɔ]
10,69,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N
11,69,Italusque,adjective,italusquus,Ital,amod,12,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['i', 'ta', 'lus', 'que']",[ɪt̪alʊskʷɛ]
12,69,paterque,noun,paterqum,pate,conj,7,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'ter', 'que']",[pat̪ɛrkʷɛ]
13,69,Sabinus,noun,Sabinus,Sabin,flat,12,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sa', 'bi', 'nus']",[sabɪn̪ʊs]
14,69,vitisator,noun,vitisator,vitisato,flat,12,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['vi', 'ti', 'sa', 'tor']",[wɪt̪ɪsat̪ɔr]
15,69,",",punctuation,",",",",punct,17,\N,\N,"[',']",\N
16,69,curvam,noun,curva,curv,obj,17,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cur', 'vam']",[kʊrwãː]
17,69,servans,verb,servo,serva,advcl,28,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ser', 'vans']",[sɛrwaːn̪s]
18,69,sub,adposition,sub,sub,case,19,\N,"{F: [pos], N: [neg], V: [neg]}",['sub'],[sʊb]
19,69,imagine,noun,imago,imagin,obl,17,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'ma', 'gi', 'ne']",[ɪmagɪn̪ɛ]
20,69,falcem,adjective,falcis,falc,amod,19,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['fal', 'cem']",[faɫkẽː]
21,69,",",punctuation,",",",",punct,17,\N,\N,"[',']",\N
22,69,Saturnusque,adjective,saturnus,Saturn,amod,23,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sa', 'tur', 'nus', 'que']",[sat̪ʊrn̪ʊskʷɛ]
23,69,senex,noun,senex,senex,nsubj,28,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['se', 'nex']",[sɛn̪ɛks]
24,69,Ianique,noun,ianiq,Ian,flat,23,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ia', 'ni', 'que']",[jan̪ɪkʷɛ]
25,69,bifrontis,adjective,bifrons,bifront,amod,24,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['bi', 'fron', 'tis']",[bɪfrɔn̪t̪ɪs]
26,69,imago,noun,imago,imag,xcomp,28,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'ma', 'go']",[ɪmagɔ]
27,69,vestibulo,noun,vestibulum,vestibul,obl,28,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ves', 'ti', 'bu', 'lo']",[wɛst̪ɪbʊlɔ]
28,69,astabant,verb,astabor,astaba,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['as', 'ta', 'bant']",[ast̪aban̪t̪]
29,69,",",punctuation,",",",",punct,30,\N,\N,"[',']",\N
30,69,aliique,determiner,alius,ali,conj,28,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['a', 'li', 'i', 'que']",[alɪ̣jɪkʷɛ]
31,69,ab,adposition,ab,ab,case,32,\N,"{F: [pos], N: [neg], V: [neg]}",['ab'],[ab]
32,69,origine,noun,origo,origin,orphan,30,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 'ri', 'gi', 'ne']",[ɔrɪgɪn̪ɛ]
33,69,reges,noun,rex,reg,nmod,34,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['re', 'ges']",[rɛgɛs]
34,69,Martiaque,noun,martia,Mart,orphan,30,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mar', 'ti', 'a', 'que']",[mart̪ɪ̣jakʷɛ]
35,69,ob,adposition,ob,ob,case,37,\N,"{F: [pos], N: [neg], V: [neg]}",['ob'],[ɔb]
36,69,patriam,adjective,patrius,patri,obl,37,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pa', 'tri', 'am']",[pat̪rɪ̣jãː]
37,69,pugnando,verb,pugno,pugnand,obl,39,"{Aspect: [prospective], Case: [ablative], Gender: [neuter], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pug', 'nan', 'do']",[pʊŋn̪an̪d̪ɔ]
38,69,volnera,noun,volnus,volner,obj,39,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['vol', 'ne', 'ra']",[wɔɫn̪ɛra]
39,69,passi,verb,patior,pass,conj,28,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pas', 'si']",[passɪ]
40,69,.,punctuation,.,.,punct,28,\N,\N,['.'],\N
0,70,Multaque,determiner,multus,Mult,nsubj,8,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['mul', 'ta', 'que']",[mʊɫt̪akʷɛ]
1,70,praeterea,adverb,praeterea,praetere,advmod,8,{<class 'NoneType'>: [None]},"{F: [neg], N: [pos], V: [pos]}","['prae', 'te', 're', 'a']",[prajt̪ɛrɛ̣ja]
2,70,sacris,adjective,sacer,sacr,amod,0,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['sa', 'cris']",[sakrɪs]
3,70,in,adposition,in,in,case,4,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪]
4,70,postibus,noun,postus,post,obl,8,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pos', 'ti', 'bus']",[pɔst̪ɪbʊs]
5,70,arma,noun,arma,arm,nsubj,8,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ma']",[arma]
6,70,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N
7,70,captivi,noun,captivus,captiv,nsubj,8,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cap', 'ti', 'vi']",[kapt̪ɪwɪ]
