lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss
5211,OIr.,doimthiret,\N,main,do·imthiret,\N,v.,\N,From to- + imm- + dí- + reithid or to- + imm- + aith- + reithid.,"<div class=""oldirish bodytext"">to serve, administer something else to another person</div>","to serve, administer something else to another person","to serve, administer something else to another person"
5211,OIr.,doimthiret,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to attend to</div>",to attend to,to attend to
5212,OIr.,timthirecht,\N,main,timthirechta,\N,n.,\N,"Contains the prefixes to- + imm- + dí-. The third prefix may also instead be aith-. The -ch- in this verbal noun, unusual for a relative of reithid, is due to analogy to the compounds of téit (“to go”). Note that téit manifests as -tet when unstressed, and reithid appears as -ret when unstressed. Since the verbal nouns of the former end in techt, timthirecht (a verbal noun of a reithid derivative ending in -ret) adopted -recht to match.","<div class=""oldirish bodytext"">verbal noun of do·imthiret; service</div>",verbal noun of do·imthiret; service,verbal noun of do·imthiret
5212,OIr.,timthirecht,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">verbal noun of do·imthiret; the act of attending to something</div>",verbal noun of do·imthiret; the act of attending to something,verbal noun of do·imthiret
5213,OIr.,oss-,\N,main,\N,\N,prefix,\N,\N,"<div class=""oldirish bodytext"">alternative form of uss-</div>",alternative form of uss-,alternative form of uss-
5214,OIr.,asoilgi,\N,main,as·oilgi,\N,v.,\N,"From ess- + uss- + léicid, but the precise nature of the preverbs is uncertain.\nGordon believes that there is no ess- here, and the prefixes are simply two instances of uss- (compare the verbal noun oslucud, where there is no trace of ess-).","<div class=""oldirish bodytext"">to open</div>",to open,to open
5215,OIr.,oslucud,\N,main,\N,\N,n.,\N,From uss- + uss- + léiciud.,"<div class=""oldirish bodytext"">verbal noun of as·oilgi: opening</div>",verbal noun of as·oilgi: opening,verbal noun of as·oilgi: opening
5216,OIr.,insnaid,\N,main,in·snaid,\N,v.,\N,"From in- + Proto-Celtic *snadeti (“to hew, carve”).","<div class=""oldirish bodytext"">to insert</div>",to insert,to insert
5217,OIr.,esnaid,\N,main,\N,\N,n.,\N,"Contains the prefix in-. It is one of the very few verbal nouns in Old Irish that are formed by suffixing the ā-stem endings to the verb root, the other ones being ét (“getting”) and the verbal nouns of the compounds of sernaid. Usually root-based verbal nouns are formed as neuter o-stems (and masculine o-stems for W2b verbs).","<div class=""oldirish bodytext"">verbal noun of in·snaid: insertion</div>",verbal noun of in·snaid: insertion,verbal noun of in·snaid: insertion
5218,OIr.,giges,\N,main,\N,/ˈɡʲi.ɣʲəs/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular future relative of guidid</div>",third-person singular future relative of guidid,third-person singular future relative of guidid
5219,OIr.,gessid,\N,main,gessedo,/ˈɡʲe.sʲəðʲ/,n.,\N,From the root of guidid + -id.,"<div class=""oldirish bodytext"">suppliant, supplicant</div>","suppliant, supplicant","suppliant, supplicant"
5220,OIr.,teinnid,\N,main,teinm,\N,v.,\N,"From Proto-Celtic *tendeti, from Proto-Indo-European *tend- (“to cut”). Cognate to Ancient Greek τένδω (téndō, “to gnaw”).","<div class=""oldirish bodytext"">to cut, burst</div>","to cut, burst","to cut, burst"
5221,OIr.,eirr,\N,main,\N,/ˈerʲ/,n.,\N,"From Proto-Celtic *en-rets, from the stem of *reteti (“to run”) with the prefix in-.","<div class=""oldirish bodytext"">a chariot-fighter</div>",a chariot-fighter,a chariot-fighter
5222,OIr.,arcuirethar,\N,main,ar·cuirethar,\N,v.,\N,"From air- + ·cuirethar. However, the related noun airchor is more often attested to mean a literal throwing sense instead of the extension sense of the verb.","<div class=""oldirish bodytext"">to extend</div>",to extend,to extend
5223,OIr.,doopair,\N,main,do·opair,\N,v.,\N,From dí- + uss- + beirid.,"<div class=""oldirish bodytext"">to take away, deprive</div>","to take away, deprive","to take away, deprive"
5224,OIr.,frisbeir,\N,main,fris·beir,\N,v.,\N,From frith- + beirid.,"<div class=""oldirish bodytext"">to oppose, obstruct</div>","to oppose, obstruct","to oppose, obstruct"
5225,OIr.,remiepir,\N,main,remi·epir,/rʲeβ̃iˈhe.bʲəɾʲ/,v.,\N,From rem- (“before”) + as·beir (“to say”). Full decomposition rem- + ess- + beirid.,"<div class=""oldirish bodytext"">to say previously, mention previously</div>","to say previously, mention previously","to say previously, mention previously"
5226,OIr.,tremibeir,\N,main,tremi·beir,/t̪ʲɾʲe.β̃iˈbʲeɾʲ/,v.,\N,"Calque of Latin trānsferō via tre- (“trans-”) + beirid (“to bear, carry”).","<div class=""oldirish bodytext"">to transfer</div>",to transfer,to transfer
5227,OIr.,adtairbir,\N,main,ad·tairbir,\N,v.,\N,From aith- (“re-”) + do·airbir (“to give over”). Full decomposition aith- + to- + air- + beirid (“to bring”).,"<div class=""oldirish bodytext"">to bring back, bring again</div>","to bring back, bring again","to bring back, bring again"
5228,OIr.,atairbert,\N,main,\N,\N,n.,\N,From aith- + to- + air- + bert.,"<div class=""oldirish bodytext"">verbal noun of ad·tairbir: bringing back</div>",verbal noun of ad·tairbir: bringing back,verbal noun of ad·tairbir: bringing back
5229,OIr.,díupart,\N,main,díubarta,\N,n.,\N,From dí- + uss- + bert.,"<div class=""oldirish bodytext"">verbal noun of do·opair: deprivation, cheating out, defrauding</div>","verbal noun of do·opair: deprivation, cheating out, defrauding","verbal noun of do·opair: deprivation, cheating out, defrauding"
5229,OIr.,díupart,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">waning of the moon</div>",waning of the moon,waning of the moon
5230,OIr.,robbu,\N,main,\N,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of robu: third-person singular perfect indicative of is</div>",alternative spelling of robu: third-person singular perfect indicative of is,alternative spelling of robu: third-person singular perfect indicative of is
5231,OIr.,dororban,1,main,do·rorban,\N,v.,\N,From to- + ro- and probably ·bí (“to exist”).,"<div class=""oldirish bodytext"">to benefit, help</div>","to benefit, help","to benefit, help"
5232,OIr.,dororban,2,main,do·rorban,\N,v.,\N,From dí- + ro- and probably ·bí (“to exist”).,"<div class=""oldirish bodytext"">to hinder</div>",to hinder,to hinder
5233,OIr.,gigeste,\N,main,\N,/ˈɡʲi.ɣʲəs.t̪e/,v.,\N,\N,"<div class=""oldirish bodytext"">second-person plural future absolute of guidid</div>",second-person plural future absolute of guidid,second-person plural future absolute of guidid
5234,OIr.,fulsam,\N,main,·fulsam,/ˈɸul̪.səβ̃/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person plural present subjunctive prototonic of fo·loing</div>",first-person plural present subjunctive prototonic of fo·loing,first-person plural present subjunctive prototonic of fo·loing
5235,OIr.,condarías,\N,main,conda·rías,/kon̪.d̪aˈrʲiːa̯s/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person present subjunctive deuterotonic of con·rig with infixed pronoun da- (“them”): I may bind them</div>",first-person present subjunctive deuterotonic of con·rig with infixed pronoun da- (“them”): I may bind them,first-person present subjunctive deuterotonic of con·rig with infixed pronoun da- (“them”): I may bind them
5236,OIr.,noch is,\N,main,\N,\N,adv.,\N,\N,"<div class=""oldirish bodytext"">that is, that is to say, i.e.</div>","that is, that is to say, i.e.","that is, that is to say, i.e."
5237,OIr.,nondages,\N,main,\N,/n̪on̪.d̪aˈɡʲes/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person singular present subjunctive conjunct of guidid (“to pray”) prefixed with the dummy particle no- and the infixed pronoun da- (“them”): I may pray for them</div>",first-person singular present subjunctive conjunct of guidid (“to pray”) prefixed with the dummy particle no- and the infixed pronoun da- (“them”): I may pray for them,first-person singular present subjunctive conjunct of guidid (“to pray”) prefixed with the dummy particle no- and the infixed pronoun da- (“them”): I may pray for them
5238,OIr.,derlaige,\N,main,·derlaige,/ˈd̠ʲer.l̪ə.ɣʲe/,v.,\N,\N,"<div class=""oldirish bodytext"">second-person singular present subjunctive prototonic ro-form of do·lugai</div>",second-person singular present subjunctive prototonic ro-form of do·lugai,second-person singular present subjunctive prototonic ro-form of do·lugai
5239,OIr.,nderlaige,\N,main,·nderlaige,/ˈn̠ʲd̠ʲer.l̪ə.ɣʲe/,v.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ·derlaige</div>",eclipsed form of ·derlaige,eclipsed form of ·derlaige
5240,OIr.,guidim,1,main,\N,/ˈɡu.ðʲəmʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person singular present indicative absolute of guidid</div>",first-person singular present indicative absolute of guidid,first-person singular present indicative absolute of guidid
5241,OIr.,guidim,2,main,·guidim,/ˈɡu.ðʲəmʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person singular present indicative conjunct of guidid</div>",first-person singular present indicative conjunct of guidid,first-person singular present indicative conjunct of guidid
5242,OIr.,daitsiu,\N,main,\N,/ˈd̪at̠ʲ.sʲu/,pron.,\N,From dait + -siu.,"<div class=""oldirish bodytext"">second-person singular epmh of do: to/for you sg</div>",second-person singular epmh of do: to/for you sg,second-person singular epmh of do: to/for you sg
5243,OIr.,utmall,\N,main,\N,\N,adj.,\N,"Some derivative of mall (“slow”), with an uncertain prefix.","<div class=""oldirish bodytext"">unstable, fickle</div>","unstable, fickle","unstable, fickle"
5243,OIr.,utmall,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">restless</div>",restless,restless
5244,OIr.,trethan,\N,main,trethain,\N,n.,\N,"Has been folk-etymologized as tre- (“through”) + tonn (“wave”), but Stifter believes that in reality it is from the oblique stem of triäth (“sea”).","<div class=""oldirish bodytext"">sea, especially when stormy or rough</div>","sea, especially when stormy or rough","sea, especially when stormy or rough"
5245,OIr.,díthech,\N,main,díthig,\N,n.,\N,"From Proto-Celtic *dītekom, effectively prefixed with dí-.","<div class=""oldirish bodytext"">verbal noun of do·toing: oath of denial, refusal</div>","verbal noun of do·toing: oath of denial, refusal","verbal noun of do·toing: oath of denial, refusal"
5246,OIr.,nuíde,\N,main,nuídem,\N,adj.,\N,From nuae (“new”) + -de (adjective-forming suffix).,"<div class=""oldirish bodytext"">newish, novel</div>","newish, novel","newish, novel"
5247,OIr.,rogeinn,\N,main,ro·geinn,\N,v.,\N,From ro- + Proto-Celtic *gandeti. Related to Welsh genni of similar meaning.,"<div class=""oldirish bodytext"">to find a place</div>",to find a place,to find a place
5247,OIr.,rogeinn,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to be contained</div>",to be contained,to be contained
5248,OIr.,tólae,\N,main,\N,\N,n.,\N,From either to- + uss- or to- + fo- + Proto-Celtic *-liyom.,"<div class=""oldirish bodytext"">flood</div>",flood,flood
5249,OIr.,scrín,\N,main,scríne,\N,n.,\N,Borrowed from Latin scrīnium.,"<div class=""oldirish bodytext"">shrine</div>",shrine,shrine
5250,OIr.,arindí,\N,main,airindí,\N,conj.,\N,"From ar (“because of”) + ind (“the”, dative singular) + í (deictic particle).","<div class=""oldirish bodytext"">because, since</div>","because, since","because, since"
5251,OIr.,fo bíth,1,main,fu bíth,\N,prep.,\N,"From fo (“under”) + bíth (obsolete verbal noun of benaid (“to strike”)), literally “under the stroke of”.","<div class=""oldirish bodytext"">because of, due to</div>","because of, due to","because of, due to"
5252,OIr.,fo bíth,2,main,fu bíth,\N,conj.,\N,"From fo (“under”) + bíth (obsolete verbal noun of benaid (“to strike”)), literally “under the stroke of”.","<div class=""oldirish bodytext"">because, since</div>","because, since","because, since"
5253,OIr.,ardíben,\N,main,ar·díben,\N,v.,\N,From air- + dí- + benaid (“to strike”).,"<div class=""oldirish bodytext"">to destroy, slay, slaughter</div>","to destroy, slay, slaughter","to destroy, slay, slaughter"
5254,OIr.,airdbe,\N,main,airdbi,\N,n.,\N,\N,"<div class=""oldirish bodytext"">verbal noun of ar·díben: smiting, killing</div>","verbal noun of ar·díben: smiting, killing","verbal noun of ar·díben: smiting, killing"
5255,OIr.,airdbide,\N,main,\N,\N,adj.,\N,\N,"<div class=""oldirish bodytext"">past participle of ar·díben: destroyed</div>",past participle of ar·díben: destroyed,past participle of ar·díben: destroyed
5256,OIr.,immdíben,\N,main,imm·díben,\N,v.,\N,"From imm- (“circum-”) + dí- (“de-”) + benaid (“to strike”), in imitation of Latin circumcidō.","<div class=""oldirish bodytext"">to excise</div>",to excise,to excise
5256,OIr.,immdíben,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to circumcise</div>",to circumcise,to circumcise
5257,OIr.,indarbae,\N,main,\N,\N,n.,\N,Contains the prefixes ind- + ad- + ro- + uss-.,"<div class=""oldirish bodytext"">verbal noun of ind·árban: expulsion</div>",verbal noun of ind·árban: expulsion,verbal noun of ind·árban: expulsion
5258,OIr.,indarpe,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of indarbae</div>",alternative form of indarbae,alternative form of indarbae
5259,OIr.,indarpae,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of indarbae</div>",alternative form of indarbae,alternative form of indarbae
5260,OIr.,fresgabál,\N,main,fresgabále,/ˈɸʲɾʲes.ŋɡə.βaːl/,n.,\N,From either frith- + in- + gabál or frith- + com- + gabál.,"<div class=""oldirish bodytext"">rise, ascent (as physical actions)</div>","rise, ascent (as physical actions)","rise, ascent (as physical actions)"
5260,OIr.,fresgabál,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">(Christianity) ascension to Heaven</div>",(Christianity) ascension to Heaven,ascension to Heaven
5261,OIr.,fresngabál,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of fresgabál</div>",alternative form of fresgabál,alternative form of fresgabál
5262,OIr.,ócbál,\N,main,\N,\N,n.,\N,From uss- + gabál.,"<div class=""oldirish bodytext"">rising, raising</div>","rising, raising","rising, raising"
5263,OIr.,conocaib,\N,main,con·ocaib,/konˈo.ɡəβʲ/,v.,\N,From com- + uss- + gaibid (“to take”).,"<div class=""oldirish bodytext"">to raise, rise</div>","to raise, rise","to raise, rise"
5263,OIr.,conocaib,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to uplift, exalt, extol</div>","to uplift, exalt, extol","to uplift, exalt, extol"
5264,OIr.,cumgabál,\N,main,\N,\N,n.,\N,From com- + uss- + gabál.,"<div class=""oldirish bodytext"">verbal noun of con·ocaib; raising</div>",verbal noun of con·ocaib; raising,verbal noun of con·ocaib
5264,OIr.,cumgabál,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">verbal noun of con·ocaib; uplifting, exaltation</div>","verbal noun of con·ocaib; uplifting, exaltation",verbal noun of con·ocaib
5265,OIr.,fúasnad,\N,main,fúasnada,\N,n.,\N,From fo- + uss- + anad.,"<div class=""oldirish bodytext"">verbal noun of fo·fúasna: disturbance, perturbation</div>","verbal noun of fo·fúasna: disturbance, perturbation","verbal noun of fo·fúasna: disturbance, perturbation"
5266,OIr.,imgabáil,\N,main,\N,/ˈim.ɣə.βaːlʲ/,n.,\N,From imm- + gabál.,"<div class=""oldirish bodytext"">verbal noun of imm·imgaib: avoiding, evasion, shirking, shunning</div>","verbal noun of imm·imgaib: avoiding, evasion, shirking, shunning","verbal noun of imm·imgaib: avoiding, evasion, shirking, shunning"
5267,OIr.,athgabáil,\N,main,athgabála,\N,n.,\N,From Proto-Celtic *atigabaglā; synchronic analysis aith- + gabál.,"<div class=""oldirish bodytext"">distraint</div>",distraint,distraint
5268,OIr.,tocbál,\N,main,tocbále,\N,n.,\N,From to- + uss- + gabál.,"<div class=""oldirish bodytext"">raising, lifting</div>","raising, lifting","raising, lifting"
5269,OIr.,torgabál,\N,main,torgabále,\N,n.,\N,From to- + ro- + gabál.,"<div class=""oldirish bodytext"">verbal noun of do·rogaib: transgression, sin, crime</div>","verbal noun of do·rogaib: transgression, sin, crime","verbal noun of do·rogaib: transgression, sin, crime"
5270,OIr.,ingabál,\N,main,\N,/ˈin.ɣə.βaːl/,n.,\N,From in- + gabál.,"<div class=""oldirish bodytext"">verbal noun of in·gaib</div>",verbal noun of in·gaib,verbal noun of in·gaib
5270,OIr.,ingabál,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">reproach, censure</div>","reproach, censure","reproach, censure"
5271,OIr.,dígbáil,\N,main,\N,\N,n.,\N,From dí- + gabál.,"<div class=""oldirish bodytext"">verbal noun of do·gaib: reduction, diminishing</div>","verbal noun of do·gaib: reduction, diminishing","verbal noun of do·gaib: reduction, diminishing"
5271,OIr.,dígbáil,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">expenditure</div>",expenditure,expenditure
5271,OIr.,dígbáil,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">detriment</div>",detriment,detriment
5272,OIr.,etham,\N,main,ethamon,\N,n.,\N,"Derived by Binchy from ith (“grain”) + -em (agent noun suffix), supposedly denoting a day during which grain farmers worked.","<div class=""oldirish bodytext"">(rare) Wednesday</div>",(rare) Wednesday,Wednesday
5273,OIr.,nno-,\N,main,\N,\N,prefix,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of no-</div>",alternative spelling of no-,alternative spelling of no-
5274,OIr.,geiss,1,main,\N,/ˈɡʲesʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present subjunctive absolute of guidid</div>",third-person singular present subjunctive absolute of guidid,third-person singular present subjunctive absolute of guidid
5275,OIr.,geiss,2,main,·geiss,/ˈɡʲesʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">second-person singular present subjunctive conjunct of guidid</div>",second-person singular present subjunctive conjunct of guidid,second-person singular present subjunctive conjunct of guidid
5276,OIr.,ngeiss,1,main,\N,/ˈŋʲɡʲesʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of geiss</div>",eclipsed form of geiss,eclipsed form of geiss
5277,OIr.,ngeiss,2,main,·ngeiss,/ˈŋʲɡʲesʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ·geiss</div>",eclipsed form of ·geiss,eclipsed form of ·geiss
5278,OIr.,indlat,\N,main,indlait,\N,n.,\N,Created by the contamination of indmat by lám (“hand”).,"<div class=""oldirish bodytext"">alternative form of indmat (“washing”)</div>",alternative form of indmat (“washing”),alternative form of indmat (“washing”)
5279,OIr.,infét,\N,main,in·fét,/inˈɸʲeːd̪/,v.,\N,From a mixture of in- and ind- + Proto-Celtic *weideti.,"<div class=""oldirish bodytext"">to tell</div>",to tell,to tell
5280,OIr.,teistiu,\N,main,testen,/ˈt̠ʲesʲ.t̠ʲu/,n.,\N,From do·essim + -tiu.,"<div class=""oldirish bodytext"">verbal noun of do·essim:</div>",verbal noun of do·essim:,verbal noun of do·essim
5280,OIr.,teistiu,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">outpour</div>",outpour,outpour
5280,OIr.,teistiu,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">shedding blood</div>",shedding blood,shedding blood
5281,OIr.,anacol,\N,main,anacuil,/ˈa.nə.kul/,n.,\N,"From Proto-Celtic *anextlom, from the stem *aneg-.","<div class=""oldirish bodytext"">verbal noun of aingid: protection</div>",verbal noun of aingid: protection,verbal noun of aingid: protection
5282,OIr.,anacul,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of anacol</div>",alternative spelling of anacol,alternative spelling of anacol
5283,OIr.,adnacul,\N,main,adnacuil,\N,n.,\N,From ad- + anacol.,"<div class=""oldirish bodytext"">verbal noun of ad·anaig: burial</div>",verbal noun of ad·anaig: burial,verbal noun of ad·anaig: burial
5283,OIr.,adnacul,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">grave</div>",grave,grave
5284,OIr.,menic,\N,main,meinciu,/ˈmʲe.nʲəkʲ/,adj.,\N,From Proto-Celtic *menekkis. Cognate with Welsh mynych.,"<div class=""oldirish bodytext"">frequent, often</div>","frequent, often","frequent, often"
5285,OIr.,dundrigni,\N,main,dund·rigni,/d̪on̪d̪ˈɾʲiɣʲ.nʲi/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular perfect deuterotonic of do·gní with infixed pronoun d- (“it”): (s)he has done it</div>",third-person singular perfect deuterotonic of do·gní with infixed pronoun d- (“it”): (s)he has done it,third-person singular perfect deuterotonic of do·gní with infixed pronoun d- (“it”): (s)he has done it
5286,OIr.,rondcechladar,\N,main,rond·cechladar,/ron̪d̪ˈkʲe.xlə.ðəɾ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular future deuterotonic of ro·cluinethar with infixed pronoun d- (“him/it”): “(s/he) will hear him/it”</div>",third-person singular future deuterotonic of ro·cluinethar with infixed pronoun d- (“him/it”): “(s/he) will hear him/it”,third-person singular future deuterotonic of ro·cluinethar with infixed pronoun d- (“him/it”): “(s/he) will hear him/it”
5287,OIr.,forcongair,\N,main,for·congair,\N,v.,\N,From for- + com- + gairid.,"<div class=""oldirish bodytext"">to order someone else to do something</div>",to order someone else to do something,to order someone else to do something
5288,OIr.,-gaire,\N,main,\N,\N,suffix,\N,"From Proto-Celtic *-garyom, formed with the suffix *-om and the stem *gary-. This formation is also found in Gaulish, in adgarion from the Chamalières inscription.","<div class=""oldirish bodytext"">forms verbal nouns of derivatives of gairid (“to call”)</div>",forms verbal nouns of derivatives of gairid (“to call”),forms verbal nouns of derivatives of gairid (“to call”)
5289,OIr.,forngaire,\N,main,\N,/ˈɸoɾ.ŋɡə.ɾʲe/,n.,\N,"From for- + com- + -gaire. Syncope and phonotactic restrictions caused the com- to vanish for many speakers, leading to its reinsertion in Middle Irish forcongra.","<div class=""oldirish bodytext"">verbal noun of for·congair: an order, command or direction to do something</div>","verbal noun of for·congair: an order, command or direction to do something","verbal noun of for·congair: an order, command or direction to do something"
5289,OIr.,forngaire,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">warning notice</div>",warning notice,warning notice
5290,OIr.,forgaire,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of forngaire</div>",alternative form of forngaire,alternative form of forngaire
5291,OIr.,immfreccair,\N,main,imm·freccair,\N,v.,\N,"From imm- + frith- + gairid, or more directly imm- + fris·gair (“to respond”).","<div class=""oldirish bodytext"">to correspond</div>",to correspond,to correspond
5292,OIr.,foich,\N,main,focha,\N,n.,\N,"Borrowed from Proto-Brythonic *gwüxī, from Proto-Celtic *woxsī, from Proto-Indo-European *wóbʰseh₂.","<div class=""oldirish bodytext"">wasp</div>",wasp,wasp
5292,OIr.,foich,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">cankerworm</div>",cankerworm,cankerworm
5293,OIr.,foigde,\N,main,\N,/ˈɸoɣʲ.ðʲe/,n.,\N,From fo- + guide.,"<div class=""oldirish bodytext"">verbal noun of fo·guid: begging</div>",verbal noun of fo·guid: begging,verbal noun of fo·guid: begging
5294,OIr.,dígde,\N,main,\N,/ˈd̠ʲiːɣʲ.ðʲe/,n.,\N,From dí- + guide.,"<div class=""oldirish bodytext"">verbal noun of do·guid: asking or prayer for forgiveness</div>",verbal noun of do·guid: asking or prayer for forgiveness,verbal noun of do·guid: asking or prayer for forgiveness
5295,OIr.,aicde,\N,main,\N,/ˈaɡʲ.ðʲe/,n.,\N,From ad- + guide.,"<div class=""oldirish bodytext"">(law) verbal noun of ad·guid: bond, surety, security</div>","(law) verbal noun of ad·guid: bond, surety, security","verbal noun of ad·guid: bond, surety, security"
5295,OIr.,aicde,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">something made or built</div>",something made or built,something made or built
5295,OIr.,aicde,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">material</div>",material,material
5296,OIr.,détiu,\N,main,\N,/ˈd̠ʲeː.d̠ʲu/,n.,\N,"From Proto-Celtic *damtiyū, from *dam- + *-tiyū. By surface analysis, daimid + -tiu.","<div class=""oldirish bodytext"">verbal noun of daimid: acknowledgement</div>",verbal noun of daimid: acknowledgement,verbal noun of daimid: acknowledgement
5297,OIr.,nges,\N,main,·ges,/ˈŋʲɡʲes/,v.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ·ges</div>",eclipsed form of ·ges,eclipsed form of ·ges
5298,OIr.,fortéit,\N,main,for·téit,/ɸoɾˈt̠ʲeːd̠ʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">alternative form of for·tét (“to help, assist”)</div>","alternative form of for·tét (“to help, assist”)","alternative form of for·tét (“to help, assist”)"
5298,OIr.,fortéit,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">third-person singular present indicative prototonic of for·tét</div>",third-person singular present indicative prototonic of for·tét,third-person singular present indicative prototonic of for·tét
5299,OIr.,énartae,\N,main,\N,/ˈeː.nər.t̪e/,n.,\N,From énairt (“weak”) (from ess- (“non-”) + nert (“strength”)) + -e.,"<div class=""oldirish bodytext"">weakness</div>",weakness,weakness
5300,OIr.,énirti,\N,main,\N,/ˈeː.nərʲ.t̠ʲi/,n.,\N,\N,"<div class=""oldirish bodytext"">accusative/dative singular of énartae</div>",accusative/dative singular of énartae,accusative/dative singular of énartae
5301,OIr.,n-énirti,\N,main,\N,/ˈn̠ʲeː.nərʲ.t̠ʲi/,n.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of énirti</div>",eclipsed form of énirti,eclipsed form of énirti
5302,OIr.,inun,\N,main,\N,\N,adj.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of inunn</div>",alternative spelling of inunn,alternative spelling of inunn
5303,OIr.,n-inun,\N,main,\N,\N,adj.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of inun</div>",eclipsed form of inun,eclipsed form of inun
5304,OIr.,accobor,\N,main,\N,/ˈa.ku.βuɾ/,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of accobar</div>",alternative form of accobar,alternative form of accobar
5305,OIr.,n-ainimm,\N,main,\N,/ˈn̪a.nʲəmʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ainimm</div>",eclipsed form of ainimm,eclipsed form of ainimm
5306,OIr.,irnigde,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of airnaigde</div>",alternative form of airnaigde,alternative form of airnaigde
5307,OIr.,n-irnigde,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of irnigde</div>",eclipsed form of irnigde,eclipsed form of irnigde
5308,OIr.,cumcam,\N,main,·cumcam,/ˈkuβ̃.ɡəβ̃/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person plural present indicative prototonic of con·icc</div>",first-person plural present indicative prototonic of con·icc,first-person plural present indicative prototonic of con·icc
5309,OIr.,chumcam,\N,main,·chumcam,/ˈxuβ̃.ɡəβ̃/,v.,\N,\N,"<div class=""oldirish bodytext"">lenited form of ·cumcam</div>",lenited form of ·cumcam,lenited form of ·cumcam
5310,OIr.,tinib,\N,main,·tinib,/ˈt̠ʲi.nʲəβʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present subjunctive prototonic of do·infet</div>",third-person singular present subjunctive prototonic of do·infet,third-person singular present subjunctive prototonic of do·infet
5311,OIr.,thinib,\N,main,·thinib,/ˈθʲi.nʲəβʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">lenited form of ·tinib</div>",lenited form of ·tinib,lenited form of ·tinib
