lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss
5312,OIr.,lobur,\N,main,lobru,/ˈl̪o.βuɾ/,adj.,\N,"Cognate to Welsh llwfr (“cowardly”) and Middle Breton loffr (whence Breton lovr). Stifter believes that the word is a native word from Proto-Celtic *lubros, from Proto-Indo-European *lewp- (“to peel, strip”), cognate with Ancient Greek λυπρός (luprós, “distressing, wretched”). The word later came to be associated with Latin lepra (“leprosy”) and developed the sense “leper”, but the two words are etymologically unrelated.","<div class=""oldirish bodytext"">feeble</div>",feeble,feeble
5313,OIr.,réte,\N,main,\N,/ˈrʲeː.d̪e/,n.,\N,\N,"<div class=""oldirish bodytext"">nominative plural of rét</div>",nominative plural of rét,nominative plural of rét
5314,OIr.,frecndirc,\N,main,\N,\N,adj.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of frecndairc</div>",alternative spelling of frecndairc,alternative spelling of frecndairc
5315,OIr.,frecndirci,\N,main,\N,/ˈɸʲɾʲek.n̪d̪əɾʲ.kʲi/,adj.,\N,\N,"<div class=""oldirish bodytext"">masculine/feminine/neuter nominative/vocative/accusative plural of frecndairc</div>",masculine/feminine/neuter nominative/vocative/accusative plural of frecndairc,masculine/feminine/neuter nominative/vocative/accusative plural of frecndairc
5316,OIr.,gesme,\N,main,\N,/ˈɡʲes.me/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person plural present subjunctive relative of guidid</div>",first-person plural present subjunctive relative of guidid,first-person plural present subjunctive relative of guidid
5317,OIr.,nínfortéit,\N,main,nín·fortéit,/n̠ʲiːn̪ˈɸorʲ.t̠ʲeːd̠ʲ/,v.,\N,Univerbation of ní (“not”) + n- (“us”) + ·fortéit (third-person singular present indicative prototonic of for·tét).,"<div class=""oldirish bodytext"">(it) does not help us</div>",(it) does not help us,does not help us
5318,OIr.,forthéit,\N,main,for·théit,/ɸoɾˈθʲeːd̠ʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">lenited form of for·téit</div>",lenited form of for·téit,lenited form of for·téit
5319,OIr.,guidme,\N,main,\N,/ˈɡuðʲ.mʲe/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person plural present indicative relative of guidid</div>",first-person plural present indicative relative of guidid,first-person plural present indicative relative of guidid
5320,OIr.,inducbál,\N,main,\N,/ˈin̪.d̪uɡ.βaːl/,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of indocbál (“glory”)</div>",alternative form of indocbál (“glory”),alternative form of indocbál (“glory”)
5321,OIr.,inducbáil,\N,main,\N,/ˈin̪.d̪uɡ.βaːlʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">accusative/dative singular of inducbál</div>",accusative/dative singular of inducbál,accusative/dative singular of inducbál
5322,OIr.,animm,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of ainimm</div>",alternative spelling of ainimm,alternative spelling of ainimm
5323,OIr.,n-animm,\N,main,\N,/ˈn̪a.nʲəmʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of animm</div>",eclipsed form of animm,eclipsed form of animm
5324,OIr.,esséirgiu,\N,main,\N,/ˈe.sʲeːɾʲ.ɣʲu/,n.,\N,\N,"<div class=""oldirish bodytext"">dative singular of esséirge</div>",dative singular of esséirge,dative singular of esséirge
5325,OIr.,n-esséirgiu,\N,main,\N,/ˈn̠ʲe.sʲeːɾʲ.ɣʲu/,n.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of esséirgiu</div>",eclipsed form of esséirgiu,eclipsed form of esséirgiu
5326,OIr.,domaisi,\N,main,do·maisi,/d̪oˈma.sʲi/,v.,\N,"Contains the prefix to-. The verb's existence was discovered by Liam Breatnach in 2005; previously, occurrences of it were assigned to unrelated verbs, like do·maithi (“to threaten”) and dlomaid (“to reject”).","<div class=""oldirish bodytext"">to devise, concoct</div>","to devise, concoct","to devise, concoct"
5327,OIr.,is cuman la,\N,main,\N,\N,v.,\N,"Literally ""is remembered by"". The middle term cuman, which is used nowhere else in Old Irish, is generally connected to Welsh cof (“memory”).","<div class=""oldirish bodytext"">to remember</div>",to remember,to remember
5328,OIr.,foopair,\N,main,fo·opair,\N,v.,\N,From fo- + uss- + beirid.,"<div class=""oldirish bodytext"">to attack</div>",to attack,to attack
5329,OIr.,asboind,\N,main,as·boind,\N,v.,\N,From uss- + Proto-Celtic *bundeti.,"<div class=""oldirish bodytext"">to refuse</div>",to refuse,to refuse
5330,OIr.,choire,\N,main,\N,/ˈxo.ɾʲe/,n.,\N,\N,"<div class=""oldirish bodytext"">lenited form of coire</div>",lenited form of coire,lenited form of coire
5331,OIr.,gessam,\N,main,·gessam,/ˈɡʲe.səβ̃/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person plural present subjunctive conjunct of guidid</div>",first-person plural present subjunctive conjunct of guidid,first-person plural present subjunctive conjunct of guidid
5332,OIr.,cotarsne,\N,main,\N,\N,adj.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of cotarsnae (“opposed”)</div>",alternative spelling of cotarsnae (“opposed”),alternative spelling of cotarsnae (“opposed”)
5333,OIr.,chotarsne,\N,main,\N,/ˈxo.d̪ər.sn̪e/,adj.,\N,\N,"<div class=""oldirish bodytext"">lenited form of cotarsne (“opposed”)</div>",lenited form of cotarsne (“opposed”),lenited form of cotarsne (“opposed”)
5334,OIr.,n-ícc,\N,main,\N,/ˈn̠ʲiːk/,n.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ícc</div>",eclipsed form of ícc,eclipsed form of ícc
5335,OIr.,enech,\N,main,enech,\N,n.,\N,"From a compound of *h₁én (“in”) and *h₃ekʷ- (“eye”). The Proto-Celtic noun is usually reconstructed as *enīkʷom, but Matasović departs from the norm to reconstruct *enekʷom instead, leaving the raising in the dative inchaib unexplained.\nOddly, the n seems to be unpalatalized in the Milan glosses, even though its palatalisation is both expected and more amply attested elsewhere.","<div class=""oldirish bodytext"">face</div>",face,face
5335,OIr.,enech,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">front</div>",front,front
5335,OIr.,enech,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">honour, dignity</div>","honour, dignity","honour, dignity"
5336,OIr.,chlé,\N,main,\N,/ˈxʲlʲeː/,adj.,\N,\N,"<div class=""oldirish bodytext"">lenited form of clé</div>",lenited form of clé,lenited form of clé
5337,OIr.,hícc,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of ícc (“salvation”)</div>",alternative spelling of ícc (“salvation”),alternative spelling of ícc (“salvation”)
5338,OIr.,etar,\N,main,·etar,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of ·étar</div>",alternative spelling of ·étar,alternative spelling of ·étar
5339,OIr.,gessir,\N,main,\N,/ˈɡʲe.sʲəɾʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">passive singular present subjunctive absolute of guidid</div>",passive singular present subjunctive absolute of guidid,passive singular present subjunctive absolute of guidid
5340,OIr.,mboi,\N,main,\N,\N,v.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of boi: alternative spelling of mboí</div>",eclipsed form of boi: alternative spelling of mboí,eclipsed form of boi: alternative spelling of mboí
5341,OIr.,immi,1,main,ammi,/i.mi/,v.,\N,See the etymology of the corresponding lemma form.,"<div class=""oldirish bodytext"">first-person plural present indicative of is</div>",first-person plural present indicative of is,first-person plural present indicative of is
5342,OIr.,immi,2,main,imbi,/i.mi/,pron.,\N,See the etymology of the corresponding lemma form.,"<div class=""oldirish bodytext"">third-person singular masculine/neuter accusative of imb</div>",third-person singular masculine/neuter accusative of imb,third-person singular masculine/neuter accusative of imb
5343,OIr.,chiúin,\N,main,\N,/ˈxʲiu̯ːnʲ/,adj.,\N,\N,"<div class=""oldirish bodytext"">lenited form of ciúin</div>",lenited form of ciúin,lenited form of ciúin
5344,OIr.,forsna,\N,main,\N,/ɸor.sn̪a/,article,\N,"Univerbation of for (“on”) + inna (“the”, accusative plural).","<div class=""oldirish bodytext"">onto the pl</div>",onto the pl,onto the pl
5345,OIr.,eclas,\N,main,\N,/ˈe.ɡləs/,n.,\N,"According to Deborah Hayden and David Stifter, from Proto-Celtic *exs-glassos or *exs-glassā (“out(side)-stomach”) from Proto-Indo-European *eǵʰs-gʰl̥H-stos from *gʰelH- (“digestive organ, stomach”), related to Old Irish gaile (“stomach”), Middle Breton elas, Breton elaz (“gizzard”), Welsh glasog (“gizzard”), afu glas (“gizzard”), Old Cornish glas (“stomach”), Ancient Greek χολάδες (kholádes, “intestines”), Ancient Macedonian γόλα (góla, “intestines”), Proto-Slavic *želǫdъkъ (“stomach”).","<div class=""oldirish bodytext"">stomach</div>",stomach,stomach
5345,OIr.,eclas,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">craw, gizzard</div>","craw, gizzard","craw, gizzard"
5346,OIr.,nige,\N,main,\N,\N,n.,\N,From Proto-Celtic *nigyā.,"<div class=""oldirish bodytext"">verbal noun of nigid: washing</div>",verbal noun of nigid: washing,verbal noun of nigid: washing
5347,OIr.,iarna,\N,main,\N,\N,det,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of íarna (“after/according to his/her/its/their”)</div>",alternative spelling of íarna (“after/according to his/her/its/their”),alternative spelling of íarna (“after/according to his/her/its/their”)
5348,OIr.,rúnaib,\N,main,\N,/ˈruː.nəβʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">dative plural of rún</div>",dative plural of rún,dative plural of rún
5349,OIr.,dothé,\N,main,do·thé,/d̪oˈθʲeː/,v.,\N,\N,"<div class=""oldirish bodytext"">lenited form of do·té</div>",lenited form of do·té,lenited form of do·té
5350,OIr.,dothéi,\N,main,do·théi,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of do·thé</div>",alternative spelling of do·thé,alternative spelling of do·thé
5351,OIr.,menmuin,\N,main,\N,/ˈmʲen.munʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of menmae:; accusative/dative singular</div>",inflection of menmae:; accusative/dative singular,inflection of menmae:
5351,OIr.,menmuin,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of menmae:; nominative/vocative/accusative dual</div>",inflection of menmae:; nominative/vocative/accusative dual,inflection of menmae:
5351,OIr.,menmuin,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of menmae:; nominative plural</div>",inflection of menmae:; nominative plural,inflection of menmae:
5352,OIr.,bíis,\N,main,\N,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of bís: third-person singular present indicative habitual relative of at·tá</div>",alternative spelling of bís: third-person singular present indicative habitual relative of at·tá,alternative spelling of bís: third-person singular present indicative habitual relative of at·tá
5353,OIr.,adreig,\N,main,ad·reig,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative form of at·reig (“to rise, arise, get up”)</div>","alternative form of at·reig (“to rise, arise, get up”)","alternative form of at·reig (“to rise, arise, get up”)"
5354,OIr.,ráithe,1,main,\N,\N,n.,\N,"Uncertain. MacBain connects it with Sanskrit ऋतु (ṛtu, “season”), but the latter is from Proto-Indo-European *h₂r̥-tú-s (from *h₂er- (“to fit, fix”)), which would have given something beginning *rith- in Old Irish. A better phonological match would be Gothic 𐍂𐌰𐌸𐌾𐍉 (raþjō, “account, number”) and Latin ratiō (“reason, calculation”), from *h₂r̥h₁-t- (from *h₂reh₁- (“to reason, arrange”)), but in this case the semantic connection is unclear.\nThurneysen suggests that the -rad suffix of gaimred (“winter”) and samrad (“summer”) is the same as this word.","<div class=""oldirish bodytext"">trimester, quarter (period of three months), season</div>","trimester, quarter (period of three months), season","trimester, quarter (period of three months), season"
5355,OIr.,ráithe,2,main,\N,\N,n.,\N,See the etymology of the corresponding lemma form.,"<div class=""oldirish bodytext"">genitive singular of ráth</div>",genitive singular of ráth,genitive singular of ráth
5356,OIr.,comrac,\N,main,comraic,\N,n.,\N,From Proto-Celtic *komɸroankom. Cognate with Welsh cyfranc.,"<div class=""oldirish bodytext"">verbal noun of con·ricc: encounter</div>",verbal noun of con·ricc: encounter,verbal noun of con·ricc: encounter
5357,OIr.,briugu,\N,main,briugad,\N,n.,\N,"From Proto-Celtic *brigūts, from Proto-Indo-European *bʰr̥ǵʰwōts, derived from the root *bʰerǵʰ- (“high, lofty”).","<div class=""oldirish bodytext"">hostel owner</div>",hostel owner,hostel owner
5358,OIr.,dofonaig,\N,main,do·fonaig,\N,v.,\N,"Formed with dí- + fo-. The verb stem cannot be nigid directly, since it would have resulted in a *do·fuinig via raising and palatalization of the -n-. Uhlich believes that the lack of palatalization arose under influence of related verbal nouns like fonach.\nUhlich assumes that the verbal nouns were formed from an o-grade stem *noig-. Given how root-based neuter o-stem nouns are generally formed with the e-grade and zero-grade and not the o-grade, Gordon instead believes that the verbal noun's stem was either e-grade *nēg- or zero-grade nig-. Díunach itself gives no indication of which, since palatalization would have been lost anyway due to syncope of the o in fo-. Both fonach and funech exist in Early Irish, meaning they are of no help either in finding out which stem grade the verbal nouns originally used.","<div class=""oldirish bodytext"">to wash away</div>",to wash away,to wash away
5359,OIr.,dligeth,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of dliged (“law”)</div>",alternative form of dliged (“law”),alternative form of dliged (“law”)
5360,OIr.,dliguth,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of dligud (“law”, dative singular)</div>","alternative form of dligud (“law”, dative singular)","alternative form of dligud (“law”, dative singular)"
5361,OIr.,n-il,\N,main,\N,/ˈn̠ʲil/,adj.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of il</div>",eclipsed form of il,eclipsed form of il
5362,OIr.,toimtiu,\N,main,toimten,/ˈt̪oβ̃ʲ.d̠ʲu/,n.,\N,"From Proto-Celtic *tomantiyū (“thinking”) (verbal noun of *to-manyetor (“to think”)), from *to- + *mantiyū. The latter is from Proto-Indo-European *mn̥-ti-Hon-, which is a derivative of Proto-Indo-European *méntis (“thought, mind”). By surface analysis, do·muinethar + -tiu.","<div class=""oldirish bodytext"">verbal noun of do·muinethar</div>",verbal noun of do·muinethar,verbal noun of do·muinethar
5362,OIr.,toimtiu,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">thought</div>",thought,thought
5362,OIr.,toimtiu,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">opinion</div>",opinion,opinion
5363,OIr.,toimten,\N,main,\N,/ˈt̪oβ̃ʲ.d̠ʲən/,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular/dual/plural of toimtiu</div>",genitive singular/dual/plural of toimtiu,genitive singular/dual/plural of toimtiu
5364,OIr.,toimdden,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of toimten: genitive singular/dual/plural of toimtiu (“opinion”)</div>",alternative spelling of toimten: genitive singular/dual/plural of toimtiu (“opinion”),alternative spelling of toimten: genitive singular/dual/plural of toimtiu (“opinion”)
5365,OIr.,gaibthi,\N,main,\N,/ˈɡaβʲ.θʲi/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present indicative absolute of gaibid (“to hold, take, recite”) with suffixed pronoun -i (third-person singular masculine/neuter)</div>","third-person singular present indicative absolute of gaibid (“to hold, take, recite”) with suffixed pronoun -i (third-person singular masculine/neuter)","third-person singular present indicative absolute of gaibid (“to hold, take, recite”) with suffixed pronoun -i (third-person singular masculine/neuter)"
5366,OIr.,dotét for,\N,main,do·tét for,\N,v.,\N,\N,"<div class=""oldirish bodytext"">(transitive) to touch on, mention</div>","(transitive) to touch on, mention","to touch on, mention"
5367,OIr.,degaid,\N,main,\N,/ˈd̠ʲe.ɣəðʲ/,n.,\N,"From Proto-Goidelic *dī-haɣeθih, from Proto-Celtic *dī-sagetis, from the root of *sagyeti.","<div class=""oldirish bodytext"">seeking, searching for</div>","seeking, searching for","seeking, searching for"
5368,OIr.,ndegaid,\N,main,\N,/ˈn̠ʲd̠ʲe.ɣəðʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of degaid</div>",eclipsed form of degaid,eclipsed form of degaid
