lex_ref_link_id,orig_word_id,reflex,gloss_eng,master_lemma,master_entry_str,new_word_id
64358,300709,pátati,"flies, throws oneself, falls","pat (पत्)","2. pat (पत्)   cl. 1. P. (Dhātup. xx, 15) patáti (पतति) (ep. also °te (°ते); pf. papāta (पपात), paptima (पप्तिम), petatúr (पेततुर्), paptur (पप्तुर्); paptivas (पप्तिवस्), RV.; papatyāt (पपत्यात्), AV.; aor. apaptat (अपप्तत्), RV.; Pass. apāti (अपाति), Br.; fut. patiṣyatí (पतिष्यति), AV.; °te (°ते), patitā (पतिता), MBh.; Cond. apatiṣyat (अपतिष्यत्), Br.; inf. patitum (पतितुम्), ib. &c. &c.; ind.p. patitvā (पतित्वा), AV.; Br.; -patyá (-पत्य) or -pātám (-पातम्), Br.), to fly, soar, rush on RV. &c. &c.; to fall down or off, alight, descend (with acc. or loc.), fall or sink (with or without adhas (अधस्) or narake (नरके), ‘to go down to hell’; with caraṇau (चरणौ) or °ṇayoḥ (°णयोः), ‘to fall at a person's feet’), Mn.; MBh.; Kāv. &c.; to fall (in a moral sense), lose caste or rank or position, ChUp.; Mn.; Yājñ. &c.; to light or fall upon, fall to a person's share (loc.), MBh.; Kāv. &c.; to fall or get into or among (loc.), Kathās.; Hit.; to occur, come to pass, happen, Pañc. : Caus. patayáti (पतयति), to fly or move rapidly along, RV.; VS.; to speed (trans.; cf. patayat (पतयत्));  °te (°ते), to drive away or throw down (?), RV. i, 169, 7;  pātayáti (पातयति) (ep. also °te (°ते); aor. apīpatat (अपीपतत्), AV.; Pass. pātyate (पात्यते), MBh. &c.), to let fly or cause to fall, to fling, hurl, throw, AV. &c. &c.; to lay low, bring down (lit. and fig.), overthrow, ruin, destroy, MBh.; R. &c. to throw upon or in, lay on (loc.), Kāv.; Suśr.;  (with or scil. ātmānam (आत्मानम्)) to throw one's self, MBh.; Mṛcch.; to cut off (a head), Hariv.; to knock out (teeth), BhP.; to pour out or shed (water, tears), MBh.; Hariv.; to kindle (fire), Pañc.; to cast (dice), Hariv.; Kathās.; to turn, direct, fix (eyes), R.; to impose or inflict (punishment), Mn.; Yājñ.; to set in motion, set on foot, Rājat. v, 173; to seduce to, betray into (loc.), Kathās.;  (with dvedhā (द्वेधा)) to divide in two, ŚBr.; to subtract, Jyot., Sch.;  (Ā.) to rush on, hasten, RV. viii, 46, 8 : Desid. pipatiṣati (पिपतिषति) (AV.; MaitrS.; ŚBr.) and pitsati (पित्सति) (Pāṇ. vii, 4, 54), to be about to fly or fall: Intens. panīpatyate (पनीपत्यते) or pā°patīti (पा°पतीति), Pāṇ. vii, 4, 84.",NULL
64359,300709,patiṣyati,NULL,"pat (पत्)","2. pat (पत्)   cl. 1. P. (Dhātup. xx, 15) patáti (पतति) (ep. also °te (°ते); pf. papāta (पपात), paptima (पप्तिम), petatúr (पेततुर्), paptur (पप्तुर्); paptivas (पप्तिवस्), RV.; papatyāt (पपत्यात्), AV.; aor. apaptat (अपप्तत्), RV.; Pass. apāti (अपाति), Br.; fut. patiṣyatí (पतिष्यति), AV.; °te (°ते), patitā (पतिता), MBh.; Cond. apatiṣyat (अपतिष्यत्), Br.; inf. patitum (पतितुम्), ib. &c. &c.; ind.p. patitvā (पतित्वा), AV.; Br.; -patyá (-पत्य) or -pātám (-पातम्), Br.), to fly, soar, rush on RV. &c. &c.; to fall down or off, alight, descend (with acc. or loc.), fall or sink (with or without adhas (अधस्) or narake (नरके), ‘to go down to hell’; with caraṇau (चरणौ) or °ṇayoḥ (°णयोः), ‘to fall at a person's feet’), Mn.; MBh.; Kāv. &c.; to fall (in a moral sense), lose caste or rank or position, ChUp.; Mn.; Yājñ. &c.; to light or fall upon, fall to a person's share (loc.), MBh.; Kāv. &c.; to fall or get into or among (loc.), Kathās.; Hit.; to occur, come to pass, happen, Pañc. : Caus. patayáti (पतयति), to fly or move rapidly along, RV.; VS.; to speed (trans.; cf. patayat (पतयत्));  °te (°ते), to drive away or throw down (?), RV. i, 169, 7;  pātayáti (पातयति) (ep. also °te (°ते); aor. apīpatat (अपीपतत्), AV.; Pass. pātyate (पात्यते), MBh. &c.), to let fly or cause to fall, to fling, hurl, throw, AV. &c. &c.; to lay low, bring down (lit. and fig.), overthrow, ruin, destroy, MBh.; R. &c. to throw upon or in, lay on (loc.), Kāv.; Suśr.;  (with or scil. ātmānam (आत्मानम्)) to throw one's self, MBh.; Mṛcch.; to cut off (a head), Hariv.; to knock out (teeth), BhP.; to pour out or shed (water, tears), MBh.; Hariv.; to kindle (fire), Pañc.; to cast (dice), Hariv.; Kathās.; to turn, direct, fix (eyes), R.; to impose or inflict (punishment), Mn.; Yājñ.; to set in motion, set on foot, Rājat. v, 173; to seduce to, betray into (loc.), Kathās.;  (with dvedhā (द्वेधा)) to divide in two, ŚBr.; to subtract, Jyot., Sch.;  (Ā.) to rush on, hasten, RV. viii, 46, 8 : Desid. pipatiṣati (पिपतिषति) (AV.; MaitrS.; ŚBr.) and pitsati (पित्सति) (Pāṇ. vii, 4, 54), to be about to fly or fall: Intens. panīpatyate (पनीपत्यते) or pā°patīti (पा°पतीति), Pāṇ. vii, 4, 84.",NULL
64360,300709,pátitum,NULL,"pat (पत्)","2. pat (पत्)   cl. 1. P. (Dhātup. xx, 15) patáti (पतति) (ep. also °te (°ते); pf. papāta (पपात), paptima (पप्तिम), petatúr (पेततुर्), paptur (पप्तुर्); paptivas (पप्तिवस्), RV.; papatyāt (पपत्यात्), AV.; aor. apaptat (अपप्तत्), RV.; Pass. apāti (अपाति), Br.; fut. patiṣyatí (पतिष्यति), AV.; °te (°ते), patitā (पतिता), MBh.; Cond. apatiṣyat (अपतिष्यत्), Br.; inf. patitum (पतितुम्), ib. &c. &c.; ind.p. patitvā (पतित्वा), AV.; Br.; -patyá (-पत्य) or -pātám (-पातम्), Br.), to fly, soar, rush on RV. &c. &c.; to fall down or off, alight, descend (with acc. or loc.), fall or sink (with or without adhas (अधस्) or narake (नरके), ‘to go down to hell’; with caraṇau (चरणौ) or °ṇayoḥ (°णयोः), ‘to fall at a person's feet’), Mn.; MBh.; Kāv. &c.; to fall (in a moral sense), lose caste or rank or position, ChUp.; Mn.; Yājñ. &c.; to light or fall upon, fall to a person's share (loc.), MBh.; Kāv. &c.; to fall or get into or among (loc.), Kathās.; Hit.; to occur, come to pass, happen, Pañc. : Caus. patayáti (पतयति), to fly or move rapidly along, RV.; VS.; to speed (trans.; cf. patayat (पतयत्));  °te (°ते), to drive away or throw down (?), RV. i, 169, 7;  pātayáti (पातयति) (ep. also °te (°ते); aor. apīpatat (अपीपतत्), AV.; Pass. pātyate (पात्यते), MBh. &c.), to let fly or cause to fall, to fling, hurl, throw, AV. &c. &c.; to lay low, bring down (lit. and fig.), overthrow, ruin, destroy, MBh.; R. &c. to throw upon or in, lay on (loc.), Kāv.; Suśr.;  (with or scil. ātmānam (आत्मानम्)) to throw one's self, MBh.; Mṛcch.; to cut off (a head), Hariv.; to knock out (teeth), BhP.; to pour out or shed (water, tears), MBh.; Hariv.; to kindle (fire), Pañc.; to cast (dice), Hariv.; Kathās.; to turn, direct, fix (eyes), R.; to impose or inflict (punishment), Mn.; Yājñ.; to set in motion, set on foot, Rājat. v, 173; to seduce to, betray into (loc.), Kathās.;  (with dvedhā (द्वेधा)) to divide in two, ŚBr.; to subtract, Jyot., Sch.;  (Ā.) to rush on, hasten, RV. viii, 46, 8 : Desid. pipatiṣati (पिपतिषति) (AV.; MaitrS.; ŚBr.) and pitsati (पित्सति) (Pāṇ. vii, 4, 54), to be about to fly or fall: Intens. panīpatyate (पनीपत्यते) or pā°patīti (पा°पतीति), Pāṇ. vii, 4, 84.",NULL
64361,300709,patitá-,NULL,"pat (पत्)","2. pat (पत्)   cl. 1. P. (Dhātup. xx, 15) patáti (पतति) (ep. also °te (°ते); pf. papāta (पपात), paptima (पप्तिम), petatúr (पेततुर्), paptur (पप्तुर्); paptivas (पप्तिवस्), RV.; papatyāt (पपत्यात्), AV.; aor. apaptat (अपप्तत्), RV.; Pass. apāti (अपाति), Br.; fut. patiṣyatí (पतिष्यति), AV.; °te (°ते), patitā (पतिता), MBh.; Cond. apatiṣyat (अपतिष्यत्), Br.; inf. patitum (पतितुम्), ib. &c. &c.; ind.p. patitvā (पतित्वा), AV.; Br.; -patyá (-पत्य) or -pātám (-पातम्), Br.), to fly, soar, rush on RV. &c. &c.; to fall down or off, alight, descend (with acc. or loc.), fall or sink (with or without adhas (अधस्) or narake (नरके), ‘to go down to hell’; with caraṇau (चरणौ) or °ṇayoḥ (°णयोः), ‘to fall at a person's feet’), Mn.; MBh.; Kāv. &c.; to fall (in a moral sense), lose caste or rank or position, ChUp.; Mn.; Yājñ. &c.; to light or fall upon, fall to a person's share (loc.), MBh.; Kāv. &c.; to fall or get into or among (loc.), Kathās.; Hit.; to occur, come to pass, happen, Pañc. : Caus. patayáti (पतयति), to fly or move rapidly along, RV.; VS.; to speed (trans.; cf. patayat (पतयत्));  °te (°ते), to drive away or throw down (?), RV. i, 169, 7;  pātayáti (पातयति) (ep. also °te (°ते); aor. apīpatat (अपीपतत्), AV.; Pass. pātyate (पात्यते), MBh. &c.), to let fly or cause to fall, to fling, hurl, throw, AV. &c. &c.; to lay low, bring down (lit. and fig.), overthrow, ruin, destroy, MBh.; R. &c. to throw upon or in, lay on (loc.), Kāv.; Suśr.;  (with or scil. ātmānam (आत्मानम्)) to throw one's self, MBh.; Mṛcch.; to cut off (a head), Hariv.; to knock out (teeth), BhP.; to pour out or shed (water, tears), MBh.; Hariv.; to kindle (fire), Pañc.; to cast (dice), Hariv.; Kathās.; to turn, direct, fix (eyes), R.; to impose or inflict (punishment), Mn.; Yājñ.; to set in motion, set on foot, Rājat. v, 173; to seduce to, betray into (loc.), Kathās.;  (with dvedhā (द्वेधा)) to divide in two, ŚBr.; to subtract, Jyot., Sch.;  (Ā.) to rush on, hasten, RV. viii, 46, 8 : Desid. pipatiṣati (पिपतिषति) (AV.; MaitrS.; ŚBr.) and pitsati (पित्सति) (Pāṇ. vii, 4, 54), to be about to fly or fall: Intens. panīpatyate (पनीपत्यते) or pā°patīti (पा°पतीति), Pāṇ. vii, 4, 84.",NULL
64362,300709,patáyati,flies,"pat (पत्)","2. pat (पत्)   cl. 1. P. (Dhātup. xx, 15) patáti (पतति) (ep. also °te (°ते); pf. papāta (पपात), paptima (पप्तिम), petatúr (पेततुर्), paptur (पप्तुर्); paptivas (पप्तिवस्), RV.; papatyāt (पपत्यात्), AV.; aor. apaptat (अपप्तत्), RV.; Pass. apāti (अपाति), Br.; fut. patiṣyatí (पतिष्यति), AV.; °te (°ते), patitā (पतिता), MBh.; Cond. apatiṣyat (अपतिष्यत्), Br.; inf. patitum (पतितुम्), ib. &c. &c.; ind.p. patitvā (पतित्वा), AV.; Br.; -patyá (-पत्य) or -pātám (-पातम्), Br.), to fly, soar, rush on RV. &c. &c.; to fall down or off, alight, descend (with acc. or loc.), fall or sink (with or without adhas (अधस्) or narake (नरके), ‘to go down to hell’; with caraṇau (चरणौ) or °ṇayoḥ (°णयोः), ‘to fall at a person's feet’), Mn.; MBh.; Kāv. &c.; to fall (in a moral sense), lose caste or rank or position, ChUp.; Mn.; Yājñ. &c.; to light or fall upon, fall to a person's share (loc.), MBh.; Kāv. &c.; to fall or get into or among (loc.), Kathās.; Hit.; to occur, come to pass, happen, Pañc. : Caus. patayáti (पतयति), to fly or move rapidly along, RV.; VS.; to speed (trans.; cf. patayat (पतयत्));  °te (°ते), to drive away or throw down (?), RV. i, 169, 7;  pātayáti (पातयति) (ep. also °te (°ते); aor. apīpatat (अपीपतत्), AV.; Pass. pātyate (पात्यते), MBh. &c.), to let fly or cause to fall, to fling, hurl, throw, AV. &c. &c.; to lay low, bring down (lit. and fig.), overthrow, ruin, destroy, MBh.; R. &c. to throw upon or in, lay on (loc.), Kāv.; Suśr.;  (with or scil. ātmānam (आत्मानम्)) to throw one's self, MBh.; Mṛcch.; to cut off (a head), Hariv.; to knock out (teeth), BhP.; to pour out or shed (water, tears), MBh.; Hariv.; to kindle (fire), Pañc.; to cast (dice), Hariv.; Kathās.; to turn, direct, fix (eyes), R.; to impose or inflict (punishment), Mn.; Yājñ.; to set in motion, set on foot, Rājat. v, 173; to seduce to, betray into (loc.), Kathās.;  (with dvedhā (द्वेधा)) to divide in two, ŚBr.; to subtract, Jyot., Sch.;  (Ā.) to rush on, hasten, RV. viii, 46, 8 : Desid. pipatiṣati (पिपतिषति) (AV.; MaitrS.; ŚBr.) and pitsati (पित्सति) (Pāṇ. vii, 4, 54), to be about to fly or fall: Intens. panīpatyate (पनीपत्यते) or pā°patīti (पा°पतीति), Pāṇ. vii, 4, 84.",NULL
64363,300709,pātáyati,"lets fly, hurls, lets fall","pat (पत्)","2. pat (पत्)   cl. 1. P. (Dhātup. xx, 15) patáti (पतति) (ep. also °te (°ते); pf. papāta (पपात), paptima (पप्तिम), petatúr (पेततुर्), paptur (पप्तुर्); paptivas (पप्तिवस्), RV.; papatyāt (पपत्यात्), AV.; aor. apaptat (अपप्तत्), RV.; Pass. apāti (अपाति), Br.; fut. patiṣyatí (पतिष्यति), AV.; °te (°ते), patitā (पतिता), MBh.; Cond. apatiṣyat (अपतिष्यत्), Br.; inf. patitum (पतितुम्), ib. &c. &c.; ind.p. patitvā (पतित्वा), AV.; Br.; -patyá (-पत्य) or -pātám (-पातम्), Br.), to fly, soar, rush on RV. &c. &c.; to fall down or off, alight, descend (with acc. or loc.), fall or sink (with or without adhas (अधस्) or narake (नरके), ‘to go down to hell’; with caraṇau (चरणौ) or °ṇayoḥ (°णयोः), ‘to fall at a person's feet’), Mn.; MBh.; Kāv. &c.; to fall (in a moral sense), lose caste or rank or position, ChUp.; Mn.; Yājñ. &c.; to light or fall upon, fall to a person's share (loc.), MBh.; Kāv. &c.; to fall or get into or among (loc.), Kathās.; Hit.; to occur, come to pass, happen, Pañc. : Caus. patayáti (पतयति), to fly or move rapidly along, RV.; VS.; to speed (trans.; cf. patayat (पतयत्));  °te (°ते), to drive away or throw down (?), RV. i, 169, 7;  pātayáti (पातयति) (ep. also °te (°ते); aor. apīpatat (अपीपतत्), AV.; Pass. pātyate (पात्यते), MBh. &c.), to let fly or cause to fall, to fling, hurl, throw, AV. &c. &c.; to lay low, bring down (lit. and fig.), overthrow, ruin, destroy, MBh.; R. &c. to throw upon or in, lay on (loc.), Kāv.; Suśr.;  (with or scil. ātmānam (आत्मानम्)) to throw one's self, MBh.; Mṛcch.; to cut off (a head), Hariv.; to knock out (teeth), BhP.; to pour out or shed (water, tears), MBh.; Hariv.; to kindle (fire), Pañc.; to cast (dice), Hariv.; Kathās.; to turn, direct, fix (eyes), R.; to impose or inflict (punishment), Mn.; Yājñ.; to set in motion, set on foot, Rājat. v, 173; to seduce to, betray into (loc.), Kathās.;  (with dvedhā (द्वेधा)) to divide in two, ŚBr.; to subtract, Jyot., Sch.;  (Ā.) to rush on, hasten, RV. viii, 46, 8 : Desid. pipatiṣati (पिपतिषति) (AV.; MaitrS.; ŚBr.) and pitsati (पित्सति) (Pāṇ. vii, 4, 54), to be about to fly or fall: Intens. panīpatyate (पनीपत्यते) or pā°patīti (पा°पतीति), Pāṇ. vii, 4, 84.",NULL
62167,300711,"pádyate ","goes, falls","pad (पद्)","2. pad (पद्)   cl. 4. Ā. (Dhātup. xxvi, 60) padyate (पद्यते) (°ti (°ति), AitBr.; MBh.; Pot. padyām (पद्याम्), R.; Impv. patsva (पत्स्व), MBh.; pf. papāda (पपाद), RV.; pede (पेदे), Br.; aor. apadmahi (अपद्महि), °dran (°द्रन्), RV. [Subj. padāti (पदाति), ib.]; apatsi (अपत्सि), patthās (पत्थास्), AV.; Prec. padīṣṭa (पदीष्ट), RV.; AV.; fut. patsyati (पत्स्यति), Br.; °te (°ते), Up.; pattā (पत्ता) Gr.; inf. pattáve (पत्तवे), RV.; °tos (°तोस्), °tum (°तुम्), Br.; -padás (-पदस्), RV.; ind.p. -padyá (-पद्य), ib.; -pādám (-पादम्), Br.), to fall, fall down or out, perish, RV.; AV.; VS.; Br.; to go, resort or apply to, participate in (acc.), keep, observe, MBh. : Caus. pādayáti (पादयति), °te (°ते), to cause to fall, AV.; AitBr. (Pass. pādyate (पाद्यते), Br.; Desid. pipādayiṣati (पिपादयिषति), Br. &c.);  padayate (पदयते), to go, Dhātup. xxxv, 44 : Desid. pitsate (पित्सते), Pāṇ. vii, 4, 54 : Intens. panīpadyate (पनीपद्यते), Kāv.;  panīpadīti (पनीपदीति), Pāṇ. vii, 4, 84.",NULL
62287,300746,"páyatē ","swells, is turgid, makes swell, be turgid","pī (पी)","2. pī (पी) or pi (पि)   (connected with √ pyai (प्यै)), cl. 1. Ā. payáte (पयते) (cl. 2. Ā. pr.p. piyā́na (पिया॑न) cl. 3. P. Impv. pīpihī (पीपिही); impf. apī́pet (अपी॑पेत्), apī́payat (अपी॑पयत्); Subj. pipyatam (पिप्यतम्), °tām (°ताम्); pīpayat (पीपयत्) Ā. °yanta (°यन्त), p. Ā. pāpyā́na (पाप्या॑न); pf. P. pīpāyá (पीपाय). 2. sg. pīpetha (पीपेथ), 3. pl. pipyur (पिप्युर्); p. Ā. pīpyāna (पीप्यान)), to swell, overflow, be exuberant, abound, increase, grow;  (trans.) to fatten, cause to swell or be exuberant, surfeit, RV.",NULL
62097,300752,puṣyati,"prospers, grows, makes prosper, nourishes","puṣ (पुष्)","2. puṣ (पुष्)   cl. 1. P. (Dhātup. xvii, 50) poṣati (पोषति) (trans.), only, Nir. x, 34; cl. 4. P. (Dhātup. xxvi, 73) puṣyáti (पुष्यति॑) (trans. and intrans.; mc. also, Ā. °te (°ते)), RV. &c. &c.; cl. 9. P. (Dhātup. xxxi, 57) puṣṇāti (पुष्णाति) (trans.), MBh.; Kāv. &c. (pf. pupoṣá (पुपोष), pupuṣyās (पुपुष्यास्), RV.; aor. apuṣat (अपुषत्) or apoṣīt (अपोषीत्) Gr.; Pot. puṣeyam (पुषेयम्), RV.; Prec. puṣyāsam (पुष्यासम्), °sma (°स्म), Br.; fut. poṣiṣyati (पोषिष्यति), pokṣyati (पोक्ष्यति); poṣitā (पोषिता), poṣṭā (पोष्टा) Gr.; Pass. puṣyate (पुष्यते), Kāv.; aor. apoṣi (अपोषि) Gr.; inf. puṣyasé (पुष्यसे), RV.), to be nourished (with instr., e.g. bhāryayā (भार्यया), MBh. xiii, 4569), to thrive, flourish, prosper (also with poṣám (पोषम्), puṣṭim (पुष्टिम्) or vṛddhim (वृद्धिम्)), RV.; AV.; VS.; ŚBr. (rarely in later language, e.g. MBh. [see above], and sometimes in Bhaṭṭ., where also 3. sg. puṣyati-tarām (पुष्यति-तराम्)); to cause to thrive or prosper, nourish, foster, augment, increase, further, promote, fulfil (e.g. a wish), develop, unfold, display, gain, obtain, enjoy, possess, RV. &c. &c.: Caus. poṣayáti (पोषयति) (aor. apūpuṣat (अपूपुषत्) Gr.), to rear, nourish, feed, cause to thrive or prosper, RV. &c. &c.; to cause to be reared or fed by (instr.), Śak. : Desid. pupoṣiṣati (पुपोषिषति), pupuṣiṣati (पुपुषिषति), pupukṣati (पुपुक्षति) Gr.: Intens. popuṣyate (पोपुष्यते), popoṣṭi (पोपोष्टि), ib.",NULL
62098,300752,puṣṇā́ti,"prospers, grows, makes prosper, nourishes","puṣ (पुष्)","2. puṣ (पुष्)   cl. 1. P. (Dhātup. xvii, 50) poṣati (पोषति) (trans.), only, Nir. x, 34; cl. 4. P. (Dhātup. xxvi, 73) puṣyáti (पुष्यति॑) (trans. and intrans.; mc. also, Ā. °te (°ते)), RV. &c. &c.; cl. 9. P. (Dhātup. xxxi, 57) puṣṇāti (पुष्णाति) (trans.), MBh.; Kāv. &c. (pf. pupoṣá (पुपोष), pupuṣyās (पुपुष्यास्), RV.; aor. apuṣat (अपुषत्) or apoṣīt (अपोषीत्) Gr.; Pot. puṣeyam (पुषेयम्), RV.; Prec. puṣyāsam (पुष्यासम्), °sma (°स्म), Br.; fut. poṣiṣyati (पोषिष्यति), pokṣyati (पोक्ष्यति); poṣitā (पोषिता), poṣṭā (पोष्टा) Gr.; Pass. puṣyate (पुष्यते), Kāv.; aor. apoṣi (अपोषि) Gr.; inf. puṣyasé (पुष्यसे), RV.), to be nourished (with instr., e.g. bhāryayā (भार्यया), MBh. xiii, 4569), to thrive, flourish, prosper (also with poṣám (पोषम्), puṣṭim (पुष्टिम्) or vṛddhim (वृद्धिम्)), RV.; AV.; VS.; ŚBr. (rarely in later language, e.g. MBh. [see above], and sometimes in Bhaṭṭ., where also 3. sg. puṣyati-tarām (पुष्यति-तराम्)); to cause to thrive or prosper, nourish, foster, augment, increase, further, promote, fulfil (e.g. a wish), develop, unfold, display, gain, obtain, enjoy, possess, RV. &c. &c.: Caus. poṣayáti (पोषयति) (aor. apūpuṣat (अपूपुषत्) Gr.), to rear, nourish, feed, cause to thrive or prosper, RV. &c. &c.; to cause to be reared or fed by (instr.), Śak. : Desid. pupoṣiṣati (पुपोषिषति), pupuṣiṣati (पुपुषिषति), pupukṣati (पुपुक्षति) Gr.: Intens. popuṣyate (पोपुष्यते), popoṣṭi (पोपोष्टि), ib.",NULL
62099,300752,"póṣati ","prospers, grows, makes prosper, nourishes","puṣ (पुष्)","2. puṣ (पुष्)   cl. 1. P. (Dhātup. xvii, 50) poṣati (पोषति) (trans.), only, Nir. x, 34; cl. 4. P. (Dhātup. xxvi, 73) puṣyáti (पुष्यति॑) (trans. and intrans.; mc. also, Ā. °te (°ते)), RV. &c. &c.; cl. 9. P. (Dhātup. xxxi, 57) puṣṇāti (पुष्णाति) (trans.), MBh.; Kāv. &c. (pf. pupoṣá (पुपोष), pupuṣyās (पुपुष्यास्), RV.; aor. apuṣat (अपुषत्) or apoṣīt (अपोषीत्) Gr.; Pot. puṣeyam (पुषेयम्), RV.; Prec. puṣyāsam (पुष्यासम्), °sma (°स्म), Br.; fut. poṣiṣyati (पोषिष्यति), pokṣyati (पोक्ष्यति); poṣitā (पोषिता), poṣṭā (पोष्टा) Gr.; Pass. puṣyate (पुष्यते), Kāv.; aor. apoṣi (अपोषि) Gr.; inf. puṣyasé (पुष्यसे), RV.), to be nourished (with instr., e.g. bhāryayā (भार्यया), MBh. xiii, 4569), to thrive, flourish, prosper (also with poṣám (पोषम्), puṣṭim (पुष्टिम्) or vṛddhim (वृद्धिम्)), RV.; AV.; VS.; ŚBr. (rarely in later language, e.g. MBh. [see above], and sometimes in Bhaṭṭ., where also 3. sg. puṣyati-tarām (पुष्यति-तराम्)); to cause to thrive or prosper, nourish, foster, augment, increase, further, promote, fulfil (e.g. a wish), develop, unfold, display, gain, obtain, enjoy, possess, RV. &c. &c.: Caus. poṣayáti (पोषयति) (aor. apūpuṣat (अपूपुषत्) Gr.), to rear, nourish, feed, cause to thrive or prosper, RV. &c. &c.; to cause to be reared or fed by (instr.), Śak. : Desid. pupoṣiṣati (पुपोषिषति), pupuṣiṣati (पुपुषिषति), pupukṣati (पुपुक्षति) Gr.: Intens. popuṣyate (पोपुष्यते), popoṣṭi (पोपोष्टि), ib.",NULL
65784,300752,púṣ́yati,"thrives, makes thrive, grows closed, nourishes","puṣ (पुष्)","2. puṣ (पुष्)   cl. 1. P. (Dhātup. xvii, 50) poṣati (पोषति) (trans.), only, Nir. x, 34; cl. 4. P. (Dhātup. xxvi, 73) puṣyáti (पुष्यति॑) (trans. and intrans.; mc. also, Ā. °te (°ते)), RV. &c. &c.; cl. 9. P. (Dhātup. xxxi, 57) puṣṇāti (पुष्णाति) (trans.), MBh.; Kāv. &c. (pf. pupoṣá (पुपोष), pupuṣyās (पुपुष्यास्), RV.; aor. apuṣat (अपुषत्) or apoṣīt (अपोषीत्) Gr.; Pot. puṣeyam (पुषेयम्), RV.; Prec. puṣyāsam (पुष्यासम्), °sma (°स्म), Br.; fut. poṣiṣyati (पोषिष्यति), pokṣyati (पोक्ष्यति); poṣitā (पोषिता), poṣṭā (पोष्टा) Gr.; Pass. puṣyate (पुष्यते), Kāv.; aor. apoṣi (अपोषि) Gr.; inf. puṣyasé (पुष्यसे), RV.), to be nourished (with instr., e.g. bhāryayā (भार्यया), MBh. xiii, 4569), to thrive, flourish, prosper (also with poṣám (पोषम्), puṣṭim (पुष्टिम्) or vṛddhim (वृद्धिम्)), RV.; AV.; VS.; ŚBr. (rarely in later language, e.g. MBh. [see above], and sometimes in Bhaṭṭ., where also 3. sg. puṣyati-tarām (पुष्यति-तराम्)); to cause to thrive or prosper, nourish, foster, augment, increase, further, promote, fulfil (e.g. a wish), develop, unfold, display, gain, obtain, enjoy, possess, RV. &c. &c.: Caus. poṣayáti (पोषयति) (aor. apūpuṣat (अपूपुषत्) Gr.), to rear, nourish, feed, cause to thrive or prosper, RV. &c. &c.; to cause to be reared or fed by (instr.), Śak. : Desid. pupoṣiṣati (पुपोषिषति), pupuṣiṣati (पुपुषिषति), pupukṣati (पुपुक्षति) Gr.: Intens. popuṣyate (पोपुष्यते), popoṣṭi (पोपोष्टि), ib.",NULL
65785,300752,puṣṇā́ti,"thrives, makes thrive, grows closed, nourishes","puṣ (पुष्)","2. puṣ (पुष्)   cl. 1. P. (Dhātup. xvii, 50) poṣati (पोषति) (trans.), only, Nir. x, 34; cl. 4. P. (Dhātup. xxvi, 73) puṣyáti (पुष्यति॑) (trans. and intrans.; mc. also, Ā. °te (°ते)), RV. &c. &c.; cl. 9. P. (Dhātup. xxxi, 57) puṣṇāti (पुष्णाति) (trans.), MBh.; Kāv. &c. (pf. pupoṣá (पुपोष), pupuṣyās (पुपुष्यास्), RV.; aor. apuṣat (अपुषत्) or apoṣīt (अपोषीत्) Gr.; Pot. puṣeyam (पुषेयम्), RV.; Prec. puṣyāsam (पुष्यासम्), °sma (°स्म), Br.; fut. poṣiṣyati (पोषिष्यति), pokṣyati (पोक्ष्यति); poṣitā (पोषिता), poṣṭā (पोष्टा) Gr.; Pass. puṣyate (पुष्यते), Kāv.; aor. apoṣi (अपोषि) Gr.; inf. puṣyasé (पुष्यसे), RV.), to be nourished (with instr., e.g. bhāryayā (भार्यया), MBh. xiii, 4569), to thrive, flourish, prosper (also with poṣám (पोषम्), puṣṭim (पुष्टिम्) or vṛddhim (वृद्धिम्)), RV.; AV.; VS.; ŚBr. (rarely in later language, e.g. MBh. [see above], and sometimes in Bhaṭṭ., where also 3. sg. puṣyati-tarām (पुष्यति-तराम्)); to cause to thrive or prosper, nourish, foster, augment, increase, further, promote, fulfil (e.g. a wish), develop, unfold, display, gain, obtain, enjoy, possess, RV. &c. &c.: Caus. poṣayáti (पोषयति) (aor. apūpuṣat (अपूपुषत्) Gr.), to rear, nourish, feed, cause to thrive or prosper, RV. &c. &c.; to cause to be reared or fed by (instr.), Śak. : Desid. pupoṣiṣati (पुपोषिषति), pupuṣiṣati (पुपुषिषति), pupukṣati (पुपुक्षति) Gr.: Intens. popuṣyate (पोपुष्यते), popoṣṭi (पोपोष्टि), ib.",NULL
